"run_id","experiment","dataset","task_type","method","backend_requested","backend_reported","prediction_backend","svd_method","classifier","precision","ncomp","n_train","n_test","p","q","seed","replicate","requested_oversample","requested_power","control_profile","oversample","power","direction_rule","directions_per_solve","refresh_width","refresh_iterations","fresh_start","kernel","north","fit_sec","prediction_sec","total_sec","baseline_rss_mb","rss_after_fit_mb","rss_after_prediction_mb","peak_rss_mb","incremental_peak_rss_mb","metric_name","metric_value","accuracy","q2","rmsd","prediction_checksum","prediction_length","status","warnings","error","package_version"
"selected_backend__ccle__kernelpls__cpu__r2","selected_component_backend_panel","ccle","classification","kernelpls","cpu","cpu","cpu_flash","rsvd","argmax","float64",26,547,71,1000,18,1002,2,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.122,0.004,0.126,393.15625,395.05078125,395.11328125,462.75390625,69.59765625,"accuracy",0.71830985915493,0.71830985915493,0.404626414454984,NA,23556,71,"success","","","0.99.39"
"selected_backend__ccle__kernelpls__cpu__r3","selected_component_backend_panel","ccle","classification","kernelpls","cpu","cpu","cpu_flash","rsvd","argmax","float64",26,547,71,1000,18,1003,3,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.125,0.004,0.129,393.1015625,395.06640625,395.12890625,462.71875,69.6171875,"accuracy",0.71830985915493,0.71830985915493,0.404626414454983,NA,23556,71,"success","","","0.99.39"
"selected_backend__ccle__kernelpls__cuda__r1","selected_component_backend_panel","ccle","classification","kernelpls","cuda","cuda","cuda_flash","rsvd","argmax","float64",26,547,71,1000,18,1001,1,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.39,0.004,0.394,393.20703125,746.734375,747.33984375,814.484375,421.27734375,"accuracy",0.71830985915493,0.71830985915493,0.404626414454983,NA,23556,71,"success","","","0.99.39"
"selected_backend__ccle__kernelpls__cuda__r2","selected_component_backend_panel","ccle","classification","kernelpls","cuda","cuda","cuda_flash","rsvd","argmax","float64",26,547,71,1000,18,1002,2,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.336,0.004,0.34,393.14453125,747.59765625,748.203125,815.85546875,422.7109375,"accuracy",0.71830985915493,0.71830985915493,0.404626414454982,NA,23556,71,"success","","","0.99.39"
"selected_backend__ccle__kernelpls__cuda__r3","selected_component_backend_panel","ccle","classification","kernelpls","cuda","cuda","cuda_flash","rsvd","argmax","float64",26,547,71,1000,18,1003,3,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.337,0.004,0.341,393.078125,746.48046875,747.08984375,814.203125,421.125,"accuracy",0.71830985915493,0.71830985915493,0.404626414454983,NA,23556,71,"success","","","0.99.39"
"selected_backend__cifar100__plssvd__cpu__r1","selected_component_backend_panel","cifar100","classification","plssvd","cpu","cpu","cpu_flash","rsvd","argmax","float64",99,50000,10000,768,100,1001,1,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,5.126,0.542,5.668,738.58203125,820.6953125,858.91015625,1226.66796875,488.0859375,"accuracy",0.874,0.874,0.55353771437937,NA,258916663,10000,"success","","","0.99.39"
"selected_backend__cifar100__plssvd__cpu__r2","selected_component_backend_panel","cifar100","classification","plssvd","cpu","cpu","cpu_flash","rsvd","argmax","float64",99,50000,10000,768,100,1002,2,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,4.955,0.519,5.474,738.59375,820.70703125,858.921875,1226.328125,487.734375,"accuracy",0.874,0.874,0.55353771437937,NA,258916663,10000,"success","","","0.99.39"
"selected_backend__cifar100__plssvd__cpu__r3","selected_component_backend_panel","cifar100","classification","plssvd","cpu","cpu","cpu_flash","rsvd","argmax","float64",99,50000,10000,768,100,1003,3,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,4.991,0.537,5.528,738.62109375,820.7890625,859.00390625,1226.36328125,487.7421875,"accuracy",0.874,0.874,0.55353771437937,NA,258916663,10000,"success","","","0.99.39"
"selected_backend__cifar100__plssvd__cuda__r1","selected_component_backend_panel","cifar100","classification","plssvd","cuda","cuda","cuda_flash","rsvd","argmax","float64",99,50000,10000,768,100,1001,1,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.712,0.0980000000000001,0.81,738.73046875,1144.7421875,1183.078125,1509.66796875,770.9375,"accuracy",0.874,0.874,0.55353771437937,NA,258916663,10000,"success","","","0.99.39"
"selected_backend__cifar100__plssvd__cuda__r2","selected_component_backend_panel","cifar100","classification","plssvd","cuda","cuda","cuda_flash","rsvd","argmax","float64",99,50000,10000,768,100,1002,2,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.623,0.0980000000000001,0.721,738.70703125,1145.3828125,1183.71875,1510.62890625,771.921875,"accuracy",0.874,0.874,0.55353771437937,NA,258916663,10000,"success","","","0.99.39"
