"dataset","comparison_profile","implementation","function_name","package_version","fastpls_source_archive_sha256","estimator","solver","precision","cpu_profile","requested_blas_threads","reported_blas_threads","loaded_blas_library","output_contract","timing_mode","measurement_scope","phase_timing_enabled","runtime_initialization_policy","batch_iterations","iteration","timeout_sec","split_seed","replicate","n_train","n_test","p","q","ncomp","requested_ncomp","effective_ncomp","fit_sec","prediction_sec","total_sec","preprocess_crosscov_sec","estimator_sec","coefficient_path_sec","fitted_values_sec","model_assembly_sec","cpp_total_sec","r_wrapper_fit_overhead_sec","accuracy","fit_object_mb","prediction_object_mb","coefficient_path_mb","score_outputs_mb","loading_outputs_mb","fitted_outputs_mb","variance_outputs_mb","prefit_process_rss_mb","final_process_rss_mb","theoretical_cross_covariance_mb","theoretical_final_coefficient_mb","theoretical_coefficient_path_mb","theoretical_fitted_path_mb","theoretical_residual_path_mb","theoretical_train_scores_mb","theoretical_test_scores_mb","theoretical_largest_retained_name","theoretical_largest_retained_mb","status","warning_message","error_message","process_peak_rss_mb","user_cpu_sec","system_cpu_sec","baseline_corrected_peak_increment_mb"
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,17,10000,123,1,773,100,375,22,118,118,118,0.103911399841309,0.00240063667297363,0.106312036514282,0.003219075,0.060797868,0.000376309,0,6.8354e-05,0.064508638,0.0394027618413086,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,18,10000,123,1,773,100,375,22,118,118,118,0.103777170181274,0.00230264663696289,0.106079816818237,0.002933972,0.061046899,0.000368414,0,6.5196e-05,0.064460313,0.0393168571812744,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,19,10000,123,1,773,100,375,22,118,118,118,0.103824853897095,0.00260567665100098,0.106430530548096,0.002933109,0.060831586,0.000367962,0,6.5864e-05,0.064245473,0.0395793808970947,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,20,10000,123,1,773,100,375,22,118,118,118,0.102426052093506,0.00279116630554199,0.105217218399048,0.003340339,0.061418998,0.000368901,0,6.5736e-05,0.065239871,0.0371861810935059,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,21,10000,123,1,773,100,375,22,118,118,118,0.1043381690979,0.00245857238769531,0.106796741485596,0.003317641,0.06117117,0.000367036,0,6.5875e-05,0.064965586,0.0393725830979004,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,22,10000,123,1,773,100,375,22,118,118,118,0.101810455322266,0.00239133834838867,0.104201793670654,0.003149808,0.061419618,0.000370978,0,6.2542e-05,0.065049955,0.0367605003222656,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,23,10000,123,1,773,100,375,22,118,118,118,0.10343074798584,0.00251293182373047,0.10594367980957,0.003023134,0.060754181,0.000371934,0,6.2892e-05,0.064256349,0.0391743989858398,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,24,10000,123,1,773,100,375,22,118,118,118,0.101992130279541,0.00248432159423828,0.104476451873779,0.002921554,0.061492546,0.000367663,0,6.2559e-05,0.06489161,0.037100520279541,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,25,10000,123,1,773,100,375,22,118,118,118,0.104028701782227,0.0024101734161377,0.106438875198364,0.002866944,0.061232387,0.000367428,0,6.5482e-05,0.064574178,0.0394545237822266,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,26,10000,123,1,773,100,375,22,118,118,118,0.169790983200073,0.00259542465209961,0.172386407852173,0.003328134,0.06203604,0.000367742,0,6.5591e-05,0.065843345,0.103947638200073,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,27,10000,123,1,773,100,375,22,118,118,118,0.103009939193726,0.0023338794708252,0.105343818664551,0.002903475,0.061772342,0.000366122,0,6.1076e-05,0.06514676,0.0378631791937256,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,28,10000,123,1,773,100,375,22,118,118,118,0.103163242340088,0.00233030319213867,0.105493545532227,0.002938721,0.061244074,0.0003692,0,6.3256e-05,0.064658871,0.0385043713400879,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,29,10000,123,1,773,100,375,22,118,118,118,0.101651906967163,0.00247478485107422,0.104126691818237,0.002964067,0.061593177,0.000369572,0,6.0111e-05,0.065032721,0.0366191859671631,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,30,10000,123,1,773,100,375,22,118,118,118,0.106112480163574,0.00243353843688965,0.108546018600464,0.003067263,0.061663392,0.000371266,0,6.4094e-05,0.065207221,0.0409052591635742,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,31,10000,123,1,773,100,375,22,118,118,118,0.102113246917725,0.0023808479309082,0.104494094848633,0.003086705,0.061587123,0.00037299,0,6.2153e-05,0.065155332,0.0369579149177246,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,32,10000,123,1,773,100,375,22,118,118,118,0.102670192718506,0.00248408317565918,0.105154275894165,0.002887043,0.060836973,0.00036938,0,6.3236e-05,0.064201743,0.0384684497185059,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,33,10000,123,1,773,100,375,22,118,118,118,0.105454921722412,0.00243425369262695,0.107889175415039,0.003134139,0.062515053,0.000367882,0,6.5222e-05,0.066127459,0.0393274627224121,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,34,10000,123,1,773,100,375,22,118,118,118,0.167327404022217,0.00290560722351074,0.170233011245728,0.0037305,0.061270299,0.00036951,0,6.5688e-05,0.065477474,0.101849930022217,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,35,10000,123,1,773,100,375,22,118,118,118,0.105770349502563,0.00237703323364258,0.108147382736206,0.003262257,0.062550542,0.000393203,0,7.3902e-05,0.066326029,0.0394443205025635,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,36,10000,123,1,773,100,375,22,118,118,118,0.104548692703247,0.00232291221618652,0.106871604919434,0.003499291,0.060995544,0.000374985,0,0.000138724,0.065049121,0.0394995717032471,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,37,10000,123,1,773,100,375,22,118,118,118,0.105471849441528,0.00225615501403809,0.107728004455566,0.003621883,0.061089281,0.000365405,0,0.000136848,0.065256931,0.0402149184415283,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,38,10000,123,1,773,100,375,22,118,118,118,0.101420640945435,0.00234889984130859,0.103769540786743,0.002895361,0.060998588,0.00036525,0,6.2011e-05,0.064364803,0.0370558379454346,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,39,10000,123,1,773,100,375,22,118,118,118,0.103727579116821,0.00223112106323242,0.105958700180054,0.002943283,0.061603521,0.000371191,0,0.000148716,0.065110735,0.0386168441168213,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,40,10000,123,1,773,100,375,22,118,118,118,0.166219711303711,0.00256180763244629,0.168781518936157,0.002933111,0.061673913,0.000372371,0,6.5148e-05,0.065089384,0.101130327303711,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,41,10000,123,1,773,100,375,22,118,118,118,0.101776361465454,0.00246953964233398,0.104245901107788,0.002908174,0.060803526,0.000367951,0,6.4453e-05,0.064189352,0.0375870094654541,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,42,10000,123,1,773,100,375,22,118,118,118,0.10478401184082,0.00259637832641602,0.107380390167236,0.003020524,0.061769694,0.000371054,0,6.5933e-05,0.065274206,0.0395098058408203,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,43,10000,123,1,773,100,375,22,118,118,118,0.103517055511475,0.00233292579650879,0.105849981307983,0.003268533,0.061738826,0.000369617,0,6.3315e-05,0.06548647,0.0380305855114746,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,44,10000,123,1,773,100,375,22,118,118,118,0.104091882705688,0.00267767906188965,0.106769561767578,0.00291617,0.061790278,0.000371676,0,7.5664e-05,0.065199227,0.0388926557056885,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,45,10000,123,1,773,100,375,22,118,118,118,0.100884675979614,0.00247931480407715,0.103363990783691,0.003023,0.060894636,0.000366703,0,6.0105e-05,0.064391731,0.0364929449796143,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,46,10000,123,1,773,100,375,22,118,118,118,0.103652000427246,0.00239253044128418,0.10604453086853,0.002957387,0.061583055,0.000370691,0,6.3572e-05,0.065019902,0.0386320984272461,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,47,10000,123,1,773,100,375,22,118,118,118,0.103730916976929,0.00266027450561523,0.106391191482544,0.002973683,0.060981886,0.000368353,0,6.2501e-05,0.064431221,0.0392996959769287,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,48,10000,123,1,773,100,375,22,118,118,118,0.106489181518555,0.00257563591003418,0.109064817428589,0.002911918,0.061222981,0.000372042,0,6.1862e-05,0.064614598,0.0418745835185547,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
"metref","complete_workflow","fastpls","fastPLS::pls","0.99.39",,"deterministic SIMPLS","IRLBA","float64","reference_1",1,1,"/usr/lib/x86_64-linux-gnu/blas/libblas.so.3.10.0","ordinary public fit object plus final test predictions","steady_process_batch","phase_decomposition",TRUE,"one untimed complete fit and prediction before measured iterations",50,49,10000,123,1,773,100,375,22,118,118,118,0.102506160736084,0.0025174617767334,0.105023622512817,0.003135327,0.061975239,0.000363902,0,6.455e-05,0.065582073,0.036924087736084,0.97,0.503463745117188,0.00213623046875,0.0631561279296875,0,0,0,0.00830078125,401.828125,438.37109375,0.0629425048828125,0.0629425048828125,7.42721557617188,15.3099670410156,15.3099670410156,0.695907592773438,0.01678466796875,"final coefficient matrix (p x q)",0.0629425048828125,"success",,,505.71484375,6.47,0.14,103.88671875
