"scenario_id","design_partition","factor_name","factor_value","task_type","route","backend","svd_method","xprod_requested","xprod_used","requested_oversample","requested_power","rsvd_control_profile","direction_rule","directions_per_solve","candidate_block_refresh","fresh_start","refresh_width","refresh_iterations","effective_oversample","effective_power","n_train","n_test","p","q","class_count","latent_rank","max_ncomp","requested_prefixes","crosscov_mb","median_fit_sec","iqr_fit_sec","median_prediction_sec","iqr_prediction_sec","median_total_sec","iqr_total_sec","median_incremental_rss_mb","median_process_peak_rss_mb","median_gpu_process_peak_mb","median_model_size_mb","median_prediction_relative_error","min_prediction_correlation","min_label_agreement","median_metric_absolute_difference","numerical_failures","completed_runs"
"44_crosscov_mb_16_0","one_factor","crosscov_mb",15.9988403320312,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,1500,300,1000,2097,NA,20,10,1,15.9988403320312,2.048,0.00700000000000056,0.261,0.00750000000000001,2.309,0.0145,136.7738125,548.781,NA,16.2789611816406,0,1,NA,0,0,3
"44_crosscov_mb_16_0","one_factor","crosscov_mb",15.9988403320312,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"high_response_stable","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,48,6,1500,300,1000,2097,NA,20,10,1,15.9988403320312,0.454,5e-04,0.00499999999999989,1.14491749414469e-16,0.459,5e-04,445.52771875,861.953,268,16.2843704223633,3.35194740242656e-05,0.999999999438436,NA,3.51753297378465e-07,0,3
"44_crosscov_mb_16_0","one_factor","crosscov_mb",15.9988403320312,"regression","cuda_rsvd_explicit","cuda","rsvd","explicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,2097,NA,20,10,1,15.9988403320312,0.406,0.00749999999999995,0.00500000000000012,0.000499999999999945,0.411,0.00799999999999995,445.476125,861.953,266,16.2843551635742,3.351947402398e-05,0.999999999438436,NA,3.51753297378465e-07,0,3
"44_crosscov_mb_16_0","one_factor","crosscov_mb",15.9988403320312,"regression","cuda_rsvd_implicit","cuda","rsvd","implicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,2097,NA,20,10,1,15.9988403320312,0.402,0.0045,0.00499999999999989,1.14491749414469e-16,0.407,0.0045,445.49246875,861.887,266,16.2843551635742,3.351947402398e-05,0.999999999438436,NA,3.51753297378465e-07,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,1500,300,1000,4194,NA,20,10,1,31.9976806640625,4.937,0.0705,0.52,0.0135,5.457,0.0840000000000005,216.36725,657.836,NA,32.4537887573242,0,1,NA,0,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"high_response_stable","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,48,6,1500,300,1000,4194,NA,20,10,1,31.9976806640625,0.604,0.00600000000000001,0.0109999999999997,1.99493199737333e-16,0.615,0.00600000000000001,484.5583125,930.363,326,32.4591979980469,2.11594613542848e-05,0.999999999776152,NA,9.12164358490841e-08,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cuda_rsvd_explicit","cuda","rsvd","explicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,4194,NA,20,10,1,31.9976806640625,0.52,0.00549999999999995,0.0109999999999997,0.000500000000000151,0.531,0.005,485.35175,931.258,324,32.4591827392578,2.11594613565982e-05,0.999999999776152,NA,9.12164358490841e-08,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cuda_rsvd_implicit","cuda","rsvd","implicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,4194,NA,20,10,1,31.9976806640625,0.519,0.00349999999999995,0.012,0.00049999999999995,0.531,0.003,484.55034375,930.414,324,32.4591827392578,2.11594613565982e-05,0.999999999776152,NA,9.12164358490841e-08,0,3
"46_crosscov_mb_64_0","one_factor","crosscov_mb",64.0029907226562,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,1500,300,1000,8389,NA,20,10,1,64.0029907226562,9.057,0.072499999999998,1.037,0.00500000000000012,10.103,0.0719999999999992,408.906625,909.266,NA,64.8111572265625,0,1,NA,0,0,3
"46_crosscov_mb_64_0","one_factor","crosscov_mb",64.0029907226562,"regression","cuda_rsvd_auto","cuda","rsvd","auto","TRUE",NA,NA,"high_response_stable","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,48,6,1500,300,1000,8389,NA,20,10,1,64.0029907226562,1.141,0.004,0.0189999999999997,0.00100000000000035,1.16,0.00500000000000012,597.92390625,1102.67,386,64.8165664672852,1.21003742440002e-05,0.999999999926791,NA,1.23409531482821e-08,0,3
