"run_id","scenario_id","factor_name","design_partition","factor_value","task_type","n_train","n_test","p","q","latent_rank","class_count","max_ncomp","requested_prefixes","route","backend","svd_method","xprod","requested_oversample","requested_power","replicate","reference"
"23_ncomp_40__cpu_irlba_explicit__rep1","23_ncomp_40","ncomp","one_factor",40,"regression",2000,400,500,100,100,NA,40,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"23_ncomp_40__cuda_rsvd_auto__rep1","23_ncomp_40","ncomp","one_factor",40,"regression",2000,400,500,100,100,NA,40,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"23_ncomp_40__cpu_irlba_explicit__rep2","23_ncomp_40","ncomp","one_factor",40,"regression",2000,400,500,100,100,NA,40,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"23_ncomp_40__cuda_rsvd_auto__rep2","23_ncomp_40","ncomp","one_factor",40,"regression",2000,400,500,100,100,NA,40,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"23_ncomp_40__cpu_irlba_explicit__rep3","23_ncomp_40","ncomp","one_factor",40,"regression",2000,400,500,100,100,NA,40,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"23_ncomp_40__cuda_rsvd_auto__rep3","23_ncomp_40","ncomp","one_factor",40,"regression",2000,400,500,100,100,NA,40,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"24_ncomp_80__cpu_irlba_explicit__rep1","24_ncomp_80","ncomp","one_factor",80,"regression",2000,400,500,100,100,NA,80,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"24_ncomp_80__cuda_rsvd_auto__rep1","24_ncomp_80","ncomp","one_factor",80,"regression",2000,400,500,100,100,NA,80,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"24_ncomp_80__cpu_irlba_explicit__rep2","24_ncomp_80","ncomp","one_factor",80,"regression",2000,400,500,100,100,NA,80,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"24_ncomp_80__cuda_rsvd_auto__rep2","24_ncomp_80","ncomp","one_factor",80,"regression",2000,400,500,100,100,NA,80,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"24_ncomp_80__cpu_irlba_explicit__rep3","24_ncomp_80","ncomp","one_factor",80,"regression",2000,400,500,100,100,NA,80,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"24_ncomp_80__cuda_rsvd_auto__rep3","24_ncomp_80","ncomp","one_factor",80,"regression",2000,400,500,100,100,NA,80,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"25_prefix_count_1__cpu_irlba_explicit__rep1","25_prefix_count_1","prefix_count","one_factor",1,"regression",2000,400,400,100,30,NA,1,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"25_prefix_count_1__cuda_rsvd_auto__rep1","25_prefix_count_1","prefix_count","one_factor",1,"regression",2000,400,400,100,30,NA,1,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"25_prefix_count_1__cpu_irlba_explicit__rep2","25_prefix_count_1","prefix_count","one_factor",1,"regression",2000,400,400,100,30,NA,1,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"25_prefix_count_1__cuda_rsvd_auto__rep2","25_prefix_count_1","prefix_count","one_factor",1,"regression",2000,400,400,100,30,NA,1,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"25_prefix_count_1__cpu_irlba_explicit__rep3","25_prefix_count_1","prefix_count","one_factor",1,"regression",2000,400,400,100,30,NA,1,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"25_prefix_count_1__cuda_rsvd_auto__rep3","25_prefix_count_1","prefix_count","one_factor",1,"regression",2000,400,400,100,30,NA,1,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"26_prefix_count_2__cpu_irlba_explicit__rep1","26_prefix_count_2","prefix_count","one_factor",2,"regression",2000,400,400,100,30,NA,20,2,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"26_prefix_count_2__cuda_rsvd_auto__rep1","26_prefix_count_2","prefix_count","one_factor",2,"regression",2000,400,400,100,30,NA,20,2,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"26_prefix_count_2__cpu_irlba_explicit__rep2","26_prefix_count_2","prefix_count","one_factor",2,"regression",2000,400,400,100,30,NA,20,2,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"26_prefix_count_2__cuda_rsvd_auto__rep2","26_prefix_count_2","prefix_count","one_factor",2,"regression",2000,400,400,100,30,NA,20,2,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"26_prefix_count_2__cpu_irlba_explicit__rep3","26_prefix_count_2","prefix_count","one_factor",2,"regression",2000,400,400,100,30,NA,20,2,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"26_prefix_count_2__cuda_rsvd_auto__rep3","26_prefix_count_2","prefix_count","one_factor",2,"regression",2000,400,400,100,30,NA,20,2,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"27_prefix_count_5__cpu_irlba_explicit__rep1","27_prefix_count_5","prefix_count","one_factor",5,"regression",2000,400,400,100,30,NA,20,5,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"27_prefix_count_5__cuda_rsvd_auto__rep1","27_prefix_count_5","prefix_count","one_factor",5,"regression",2000,400,400,100,30,NA,20,5,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"27_prefix_count_5__cpu_irlba_explicit__rep2","27_prefix_count_5","prefix_count","one_factor",5,"regression",2000,400,400,100,30,NA,20,5,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"27_prefix_count_5__cuda_rsvd_auto__rep2","27_prefix_count_5","prefix_count","one_factor",5,"regression",2000,400,400,100,30,NA,20,5,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"27_prefix_count_5__cpu_irlba_explicit__rep3","27_prefix_count_5","prefix_count","one_factor",5,"regression",2000,400,400,100,30,NA,20,5,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"27_prefix_count_5__cuda_rsvd_auto__rep3","27_prefix_count_5","prefix_count","one_factor",5,"regression",2000,400,400,100,30,NA,20,5,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"28_prefix_count_10__cpu_irlba_explicit__rep1","28_prefix_count_10","prefix_count","one_factor",10,"regression",2000,400,400,100,30,NA,20,10,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"28_prefix_count_10__cuda_rsvd_auto__rep1","28_prefix_count_10","prefix_count","one_factor",10,"regression",2000,400,400,100,30,NA,20,10,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"28_prefix_count_10__cpu_irlba_explicit__rep2","28_prefix_count_10","prefix_count","one_factor",10,"regression",2000,400,400,100,30,NA,20,10,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"28_prefix_count_10__cuda_rsvd_auto__rep2","28_prefix_count_10","prefix_count","one_factor",10,"regression",2000,400,400,100,30,NA,20,10,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"28_prefix_count_10__cpu_irlba_explicit__rep3","28_prefix_count_10","prefix_count","one_factor",10,"regression",2000,400,400,100,30,NA,20,10,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"28_prefix_count_10__cuda_rsvd_auto__rep3","28_prefix_count_10","prefix_count","one_factor",10,"regression",2000,400,400,100,30,NA,20,10,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"29_prefix_count_20__cpu_irlba_explicit__rep1","29_prefix_count_20","prefix_count","one_factor",20,"regression",2000,400,400,100,30,NA,20,20,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"29_prefix_count_20__cuda_rsvd_auto__rep1","29_prefix_count_20","prefix_count","one_factor",20,"regression",2000,400,400,100,30,NA,20,20,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"29_prefix_count_20__cpu_irlba_explicit__rep2","29_prefix_count_20","prefix_count","one_factor",20,"regression",2000,400,400,100,30,NA,20,20,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"29_prefix_count_20__cuda_rsvd_auto__rep2","29_prefix_count_20","prefix_count","one_factor",20,"regression",2000,400,400,100,30,NA,20,20,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"29_prefix_count_20__cpu_irlba_explicit__rep3","29_prefix_count_20","prefix_count","one_factor",20,"regression",2000,400,400,100,30,NA,20,20,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"29_prefix_count_20__cuda_rsvd_auto__rep3","29_prefix_count_20","prefix_count","one_factor",20,"regression",2000,400,400,100,30,NA,20,20,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"30_rank_5__cpu_irlba_explicit__rep1","30_rank_5","rank","one_factor",5,"regression",2000,400,400,100,5,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"30_rank_5__cuda_rsvd_auto__rep1","30_rank_5","rank","one_factor",5,"regression",2000,400,400,100,5,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"30_rank_5__cpu_irlba_explicit__rep2","30_rank_5","rank","one_factor",5,"regression",2000,400,400,100,5,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"30_rank_5__cuda_rsvd_auto__rep2","30_rank_5","rank","one_factor",5,"regression",2000,400,400,100,5,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"30_rank_5__cpu_irlba_explicit__rep3","30_rank_5","rank","one_factor",5,"regression",2000,400,400,100,5,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"30_rank_5__cuda_rsvd_auto__rep3","30_rank_5","rank","one_factor",5,"regression",2000,400,400,100,5,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"31_rank_10__cpu_irlba_explicit__rep1","31_rank_10","rank","one_factor",10,"regression",2000,400,400,100,10,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"31_rank_10__cuda_rsvd_auto__rep1","31_rank_10","rank","one_factor",10,"regression",2000,400,400,100,10,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"31_rank_10__cpu_irlba_explicit__rep2","31_rank_10","rank","one_factor",10,"regression",2000,400,400,100,10,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"31_rank_10__cuda_rsvd_auto__rep2","31_rank_10","rank","one_factor",10,"regression",2000,400,400,100,10,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"31_rank_10__cpu_irlba_explicit__rep3","31_rank_10","rank","one_factor",10,"regression",2000,400,400,100,10,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"31_rank_10__cuda_rsvd_auto__rep3","31_rank_10","rank","one_factor",10,"regression",2000,400,400,100,10,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"32_rank_20__cpu_irlba_explicit__rep1","32_rank_20","rank","one_factor",20,"regression",2000,400,400,100,20,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"32_rank_20__cuda_rsvd_auto__rep1","32_rank_20","rank","one_factor",20,"regression",2000,400,400,100,20,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"32_rank_20__cpu_irlba_explicit__rep2","32_rank_20","rank","one_factor",20,"regression",2000,400,400,100,20,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"32_rank_20__cuda_rsvd_auto__rep2","32_rank_20","rank","one_factor",20,"regression",2000,400,400,100,20,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"32_rank_20__cpu_irlba_explicit__rep3","32_rank_20","rank","one_factor",20,"regression",2000,400,400,100,20,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"32_rank_20__cuda_rsvd_auto__rep3","32_rank_20","rank","one_factor",20,"regression",2000,400,400,100,20,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"33_rank_40__cpu_irlba_explicit__rep1","33_rank_40","rank","one_factor",40,"regression",2000,400,400,100,40,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"33_rank_40__cuda_rsvd_auto__rep1","33_rank_40","rank","one_factor",40,"regression",2000,400,400,100,40,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"33_rank_40__cpu_irlba_explicit__rep2","33_rank_40","rank","one_factor",40,"regression",2000,400,400,100,40,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"33_rank_40__cuda_rsvd_auto__rep2","33_rank_40","rank","one_factor",40,"regression",2000,400,400,100,40,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"33_rank_40__cpu_irlba_explicit__rep3","33_rank_40","rank","one_factor",40,"regression",2000,400,400,100,40,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"33_rank_40__cuda_rsvd_auto__rep3","33_rank_40","rank","one_factor",40,"regression",2000,400,400,100,40,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"34_rank_80__cpu_irlba_explicit__rep1","34_rank_80","rank","one_factor",80,"regression",2000,400,400,100,80,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"34_rank_80__cuda_rsvd_auto__rep1","34_rank_80","rank","one_factor",80,"regression",2000,400,400,100,80,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"34_rank_80__cpu_irlba_explicit__rep2","34_rank_80","rank","one_factor",80,"regression",2000,400,400,100,80,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"34_rank_80__cuda_rsvd_auto__rep2","34_rank_80","rank","one_factor",80,"regression",2000,400,400,100,80,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"34_rank_80__cpu_irlba_explicit__rep3","34_rank_80","rank","one_factor",80,"regression",2000,400,400,100,80,NA,5,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"34_rank_80__cuda_rsvd_auto__rep3","34_rank_80","rank","one_factor",80,"regression",2000,400,400,100,80,NA,5,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"35_class_count_5__cpu_irlba_explicit__rep1","35_class_count_5","class_count","one_factor",5,"classification",2000,400,400,5,20,5,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"35_class_count_5__cuda_rsvd_auto__rep1","35_class_count_5","class_count","one_factor",5,"classification",2000,400,400,5,20,5,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"35_class_count_5__cpu_irlba_explicit__rep2","35_class_count_5","class_count","one_factor",5,"classification",2000,400,400,5,20,5,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"35_class_count_5__cuda_rsvd_auto__rep2","35_class_count_5","class_count","one_factor",5,"classification",2000,400,400,5,20,5,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"35_class_count_5__cpu_irlba_explicit__rep3","35_class_count_5","class_count","one_factor",5,"classification",2000,400,400,5,20,5,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"35_class_count_5__cuda_rsvd_auto__rep3","35_class_count_5","class_count","one_factor",5,"classification",2000,400,400,5,20,5,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"36_class_count_10__cpu_irlba_explicit__rep1","36_class_count_10","class_count","one_factor",10,"classification",2000,400,400,10,20,10,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"36_class_count_10__cuda_rsvd_auto__rep1","36_class_count_10","class_count","one_factor",10,"classification",2000,400,400,10,20,10,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"36_class_count_10__cpu_irlba_explicit__rep2","36_class_count_10","class_count","one_factor",10,"classification",2000,400,400,10,20,10,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"36_class_count_10__cuda_rsvd_auto__rep2","36_class_count_10","class_count","one_factor",10,"classification",2000,400,400,10,20,10,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"36_class_count_10__cpu_irlba_explicit__rep3","36_class_count_10","class_count","one_factor",10,"classification",2000,400,400,10,20,10,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"36_class_count_10__cuda_rsvd_auto__rep3","36_class_count_10","class_count","one_factor",10,"classification",2000,400,400,10,20,10,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"37_class_count_25__cpu_irlba_explicit__rep1","37_class_count_25","class_count","one_factor",25,"classification",2000,400,400,25,20,25,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"37_class_count_25__cuda_rsvd_auto__rep1","37_class_count_25","class_count","one_factor",25,"classification",2000,400,400,25,20,25,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"37_class_count_25__cpu_irlba_explicit__rep2","37_class_count_25","class_count","one_factor",25,"classification",2000,400,400,25,20,25,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"37_class_count_25__cuda_rsvd_auto__rep2","37_class_count_25","class_count","one_factor",25,"classification",2000,400,400,25,20,25,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"37_class_count_25__cpu_irlba_explicit__rep3","37_class_count_25","class_count","one_factor",25,"classification",2000,400,400,25,20,25,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"37_class_count_25__cuda_rsvd_auto__rep3","37_class_count_25","class_count","one_factor",25,"classification",2000,400,400,25,20,25,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"38_class_count_50__cpu_irlba_explicit__rep1","38_class_count_50","class_count","one_factor",50,"classification",2000,400,400,50,20,50,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"38_class_count_50__cuda_rsvd_auto__rep1","38_class_count_50","class_count","one_factor",50,"classification",2000,400,400,50,20,50,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"38_class_count_50__cpu_irlba_explicit__rep2","38_class_count_50","class_count","one_factor",50,"classification",2000,400,400,50,20,50,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"38_class_count_50__cuda_rsvd_auto__rep2","38_class_count_50","class_count","one_factor",50,"classification",2000,400,400,50,20,50,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"38_class_count_50__cpu_irlba_explicit__rep3","38_class_count_50","class_count","one_factor",50,"classification",2000,400,400,50,20,50,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"38_class_count_50__cuda_rsvd_auto__rep3","38_class_count_50","class_count","one_factor",50,"classification",2000,400,400,50,20,50,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"39_class_count_100__cpu_irlba_explicit__rep1","39_class_count_100","class_count","one_factor",100,"classification",2000,400,400,100,20,100,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"39_class_count_100__cuda_rsvd_auto__rep1","39_class_count_100","class_count","one_factor",100,"classification",2000,400,400,100,20,100,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"39_class_count_100__cpu_irlba_explicit__rep2","39_class_count_100","class_count","one_factor",100,"classification",2000,400,400,100,20,100,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"39_class_count_100__cuda_rsvd_auto__rep2","39_class_count_100","class_count","one_factor",100,"classification",2000,400,400,100,20,100,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"39_class_count_100__cpu_irlba_explicit__rep3","39_class_count_100","class_count","one_factor",100,"classification",2000,400,400,100,20,100,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"39_class_count_100__cuda_rsvd_auto__rep3","39_class_count_100","class_count","one_factor",100,"classification",2000,400,400,100,20,100,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"40_class_count_200__cpu_irlba_explicit__rep1","40_class_count_200","class_count","one_factor",200,"classification",4000,800,400,200,20,200,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"40_class_count_200__cuda_rsvd_auto__rep1","40_class_count_200","class_count","one_factor",200,"classification",4000,800,400,200,20,200,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"40_class_count_200__cpu_irlba_explicit__rep2","40_class_count_200","class_count","one_factor",200,"classification",4000,800,400,200,20,200,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"40_class_count_200__cuda_rsvd_auto__rep2","40_class_count_200","class_count","one_factor",200,"classification",4000,800,400,200,20,200,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"40_class_count_200__cpu_irlba_explicit__rep3","40_class_count_200","class_count","one_factor",200,"classification",4000,800,400,200,20,200,4,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"40_class_count_200__cuda_rsvd_auto__rep3","40_class_count_200","class_count","one_factor",200,"classification",4000,800,400,200,20,200,4,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"41_crosscov_mb_2_0__cpu_irlba_explicit__rep1","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"41_crosscov_mb_2_0__cuda_rsvd_auto__rep1","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"41_crosscov_mb_2_0__cuda_rsvd_explicit__rep1","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,1,FALSE
"41_crosscov_mb_2_0__cuda_rsvd_implicit__rep1","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,1,FALSE
"41_crosscov_mb_2_0__cpu_irlba_explicit__rep2","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"41_crosscov_mb_2_0__cuda_rsvd_auto__rep2","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"41_crosscov_mb_2_0__cuda_rsvd_explicit__rep2","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,2,FALSE
"41_crosscov_mb_2_0__cuda_rsvd_implicit__rep2","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,2,FALSE
"41_crosscov_mb_2_0__cpu_irlba_explicit__rep3","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"41_crosscov_mb_2_0__cuda_rsvd_auto__rep3","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"41_crosscov_mb_2_0__cuda_rsvd_explicit__rep3","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,3,FALSE
"41_crosscov_mb_2_0__cuda_rsvd_implicit__rep3","41_crosscov_mb_2_0","crosscov_mb","one_factor",1.9989013671875,"regression",1500,300,1000,262,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,3,FALSE
"42_crosscov_mb_4_0__cpu_irlba_explicit__rep1","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"42_crosscov_mb_4_0__cuda_rsvd_auto__rep1","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"42_crosscov_mb_4_0__cuda_rsvd_explicit__rep1","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,1,FALSE
"42_crosscov_mb_4_0__cuda_rsvd_implicit__rep1","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,1,FALSE
"42_crosscov_mb_4_0__cpu_irlba_explicit__rep2","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"42_crosscov_mb_4_0__cuda_rsvd_auto__rep2","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"42_crosscov_mb_4_0__cuda_rsvd_explicit__rep2","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,2,FALSE
"42_crosscov_mb_4_0__cuda_rsvd_implicit__rep2","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,2,FALSE
"42_crosscov_mb_4_0__cpu_irlba_explicit__rep3","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
