"package_version","dataset","task_type","method","backend_requested","precision","classifier","svd_method","ncomp","n_ok","n_failed","median_fit_sec","iqr_fit_sec","median_prediction_sec","iqr_prediction_sec","median_total_sec","iqr_total_sec","median_metric","median_peak_rss_mb","median_incremental_rss_mb","control_profile","oversample","power","direction_rule","fresh_start","errors"
"0.99.39","ccle","classification","plssvd","cuda","float64","argmax","rsvd",5,5,0,0.233,0.00100000000000011,0.004,0,0.237,0.001,0.436619718309859,809.8984375,416.796875,"not_applicable",32,5,"NA",NA,""
"0.99.39","ccle","classification","plssvd","cpu","float64","argmax","rsvd",10,5,0,0.0169999999999999,1.11022302462516e-16,0.004,0,0.0209999999999999,0.001,0.619718309859155,463.1015625,69.92578125,"not_applicable",32,5,"NA",NA,""
"0.99.39","ccle","classification","plssvd","cuda","float64","argmax","rsvd",10,5,0,0.238,0.00399999999999989,0.004,0,0.242,0.00399999999999989,0.619718309859155,818.046875,424.8203125,"not_applicable",32,5,"NA",NA,""
"0.99.39","ccle","classification","plssvd","cpu","float64","argmax","rsvd",17,5,0,0.018,0.00100000000000011,0.004,0,0.022,0.00100000000000011,0.647887323943662,463.05859375,69.98828125,"not_applicable",32,5,"NA",NA,""
"0.99.39","ccle","classification","plssvd","cuda","float64","argmax","rsvd",17,5,0,0.236,0.00399999999999989,0.00499999999999989,0.00099999999999989,0.24,0.00400000000000011,0.647887323943662,810.0625,416.921875,"not_applicable",32,5,"NA",NA,""
"0.99.39","ccle","classification","plssvd","cpu","float64","argmax","rsvd",18,5,0,0.019,0,0.004,0,0.023,1.11022302462516e-16,0.647887323943662,463.18359375,70.0234375,"not_applicable",32,5,"NA",NA,""
"0.99.39","ccle","classification","plssvd","cuda","float64","argmax","rsvd",18,5,0,0.235,0.012,0.004,0,0.239,0.012,0.647887323943662,810.5,417.265625,"not_applicable",32,5,"NA",NA,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",1,5,0,0.02,1.11022302462516e-16,0.004,0,0.024,1.11022302462516e-16,0.267605633802817,462.7734375,69.6328125,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",1,5,0,0.232,0.002,0.00800000000000001,0,0.24,0.002,0.267605633802817,813.015625,419.90625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",2,5,0,0.024,1.11022302462516e-16,0.004,0.001,0.0279999999999999,0.001,0.338028169014085,462.7578125,69.62890625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
