"dataset","task_type","dataset_path","split_seed","n_train","n_test","p","n_response","input_precision","execution_precision","classifier","classifier_backend","classifier_numeric_path","input_storage_mb","ncomp_requested","replicate","method_id","package","package_version","function_name","algorithm","requested_estimator","executed_estimator","independent_implementation","total_runtime_ms","metric_name","metric_value","accuracy","balanced_accuracy","macro_f1","rmse","q2","mae","status","warning_message","error_message","peak_host_rss_mb","user_cpu_sec","system_cpu_sec","process_status"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","argmax","plsdepot","float64",29.4751892089844,190,2,"plsdepot_simpls","plsdepot","0.3.1","plsdepot::simpls","SIMPLS","simpls","simpls",TRUE,37618,"accuracy",0.938519447929737,0.938519447929737,0.753705869542005,0.754070138219657,,,,"ok",,,350.84375,38.06,0.17,"ok"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","argmax","plsdepot","float64",29.4751892089844,190,3,"plsdepot_simpls","plsdepot","0.3.1","plsdepot::simpls","SIMPLS","simpls","simpls",TRUE,37806,"accuracy",0.938519447929737,0.938519447929737,0.753705869542005,0.754070138219657,,,,"ok",,,351.261719,38.3,0.12,"ok"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","lda","plsgenomics","float64",29.4751892089844,190,1,"plsgenomics_pls_lda","plsgenomics","1.5.3","plsgenomics::pls.lda","PLS-LDA","PLS-LDA","PLS-LDA",TRUE,2261,"accuracy",0.969887076537014,0.969887076537014,0.867805915711538,0.87156122383465,,,,"ok",,,225.8125,3.13,0.11,"ok"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","lda","plsgenomics","float64",29.4751892089844,190,2,"plsgenomics_pls_lda","plsgenomics","1.5.3","plsgenomics::pls.lda","PLS-LDA","PLS-LDA","PLS-LDA",TRUE,2261,"accuracy",0.969887076537014,0.969887076537014,0.867805915711538,0.87156122383465,,,,"ok",,,224.851562,3.13,0.1,"ok"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","lda","plsgenomics","float64",29.4751892089844,190,3,"plsgenomics_pls_lda","plsgenomics","1.5.3","plsgenomics::pls.lda","PLS-LDA","PLS-LDA","PLS-LDA",TRUE,2261,"accuracy",0.969887076537014,0.969887076537014,0.867805915711538,0.87156122383465,,,,"ok",,,224.769531,3.13,0.11,"ok"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","argmax","spls","float64",29.4751892089844,190,1,"spls_splsda","spls","2.3.2","spls::splsda","sPLS-DA","sPLS-DA","sPLS-DA",TRUE,147175,"accuracy",0.973651191969887,0.973651191969887,0.870970372782245,0.874443010606482,,,,"ok",,,1601.835938,138.31,9.52,"ok"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","argmax","spls","float64",29.4751892089844,190,2,"spls_splsda","spls","2.3.2","spls::splsda","sPLS-DA","sPLS-DA","sPLS-DA",TRUE,147152,"accuracy",0.973651191969887,0.973651191969887,0.870970372782245,0.874443010606482,,,,"ok",,,1601.238281,138.45,9.35,"ok"
"gtex_v8","classification","/home/chiamaka/Documents/fastpls/data/gtex_v8.RData",123,3000,797,1000,32,"float64","float64","argmax","spls","float64",29.4751892089844,190,3,"spls_splsda","spls","2.3.2","spls::splsda","sPLS-DA","sPLS-DA","sPLS-DA",TRUE,147107,"accuracy",0.973651191969887,0.973651191969887,0.870970372782245,0.874443010606482,,,,"ok",,,1601.519531,138.24,9.53,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,1,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,117,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,138.242188,0.67,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,2,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,109,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,137.6875,0.64,0.04,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,3,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,113,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,138.160156,0.66,0.06,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,4,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,116,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,138.371094,0.66,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,5,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,107,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,138.179688,0.65,0.04,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,6,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,110,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,138.148438,0.65,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,7,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,108,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,138.492188,0.65,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,8,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,108,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,137.621094,0.64,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,9,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,107,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,137.507812,0.64,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","chemometrics","float64",2.60450744628906,118,10,"chemometrics_pls_eigen","chemometrics","1.4.4","chemometrics::pls_eigen","PLS eigen","PLS eigen","PLS eigen",TRUE,108,"accuracy",0.82,0.82,0.839935064935065,0.809346209346209,,,,"ok",,,138.546875,0.64,0.06,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,1,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,89,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,461.832031,1.07,0.19,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,2,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,82.0000000000001,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,465.691406,1.05,0.1,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,3,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,83,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,465.546875,1.07,0.1,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,4,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,82.0000000000001,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,465.242188,1.07,0.1,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,5,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,83,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,466.019531,1.05,0.14,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,6,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,81.9999999999999,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,464.878906,1.05,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,7,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,82.0000000000001,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,465.417969,1.08,0.12,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,8,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,83,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,465.316406,1.08,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,9,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,85.0000000000002,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,465.320312,1.06,0.1,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","argmax","float64",2.60450744628906,118,10,"fastPLS_simpls_cpu_irlba","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='argmax')","SIMPLS","simpls","simpls",TRUE,81.9999999999999,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,465.515625,1.04,0.12,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,1,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,101,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.785156,1.08,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,2,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,99,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.671875,1.06,0.13,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,3,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,99,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.835938,1.08,0.12,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,4,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,99,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.730469,1.06,0.12,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,5,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,99.0000000000002,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.78125,1.08,0.12,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,6,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,99,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.367188,1.07,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,7,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,99.0000000000002,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.574219,1.08,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,8,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,104,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.699219,1.08,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,9,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,100,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.328125,1.07,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","lda","cpp_project","float64",2.60450744628906,118,10,"fastPLS_simpls_cpu_irlba_lda","fastPLS","0.99.39","fastPLS::pls(method='simpls', backend='cpu', svd.method='irlba', classifier='lda')","SIMPLS + LDA","simpls","simpls",TRUE,99,"accuracy",0.99,0.99,0.988636363636364,0.988455988455988,,,,"ok",,,465.761719,1.08,0.1,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","mdatools","float64",2.60450744628906,118,1,"mdatools_plsda_or_pls","mdatools","0.15.0","mdatools::plsda or mdatools::pls","SIMPLS/PLS-DA","SIMPLS/PLS-DA","SIMPLS/PLS-DA",TRUE,1491,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok","No validation results were found.",,285.09375,2.17,0.11,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","mdatools","float64",2.60450744628906,118,2,"mdatools_plsda_or_pls","mdatools","0.15.0","mdatools::plsda or mdatools::pls","SIMPLS/PLS-DA","SIMPLS/PLS-DA","SIMPLS/PLS-DA",TRUE,1450,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok","No validation results were found.",,285.414062,2.1,0.13,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","mdatools","float64",2.60450744628906,118,3,"mdatools_plsda_or_pls","mdatools","0.15.0","mdatools::plsda or mdatools::pls","SIMPLS/PLS-DA","SIMPLS/PLS-DA","SIMPLS/PLS-DA",TRUE,1445,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok","No validation results were found.",,284.925781,2.09,0.13,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","mixOmics","float64",2.60450744628906,118,1,"mixOmics_plsda","mixOmics","6.36.0","mixOmics::plsda","PLS-DA","PLS-DA","PLS-DA",TRUE,35086,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,416.640625,36.53,0.18,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","mixOmics","float64",2.60450744628906,118,2,"mixOmics_plsda","mixOmics","6.36.0","mixOmics::plsda","PLS-DA","PLS-DA","PLS-DA",TRUE,34971,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,417.742188,36.37,0.18,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","mixOmics","float64",2.60450744628906,118,3,"mixOmics_plsda","mixOmics","6.36.0","mixOmics::plsda","PLS-DA","PLS-DA","PLS-DA",TRUE,34979,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,417.445312,36.35,0.2,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,1,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,198,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.417969,0.66,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,2,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,195,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.546875,0.66,0.04,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,3,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,197,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.519531,0.66,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,4,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,194,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.460938,0.66,0.04,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,5,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,208,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.792969,0.68,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,6,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,194,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.449219,0.67,0.07,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,7,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,195,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,143.207031,0.65,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,8,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,195,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,143.207031,0.66,0.04,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,9,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,195,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.648438,0.69,0.03,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pcv","float64",2.60450744628906,118,10,"pcv_simpls","pcv","1.1.0","pcv:::simpls","SIMPLS","simpls","simpls",TRUE,195,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,142.757812,0.67,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,1,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,257,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.429688,0.74,0.06,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,2,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,238,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,156.867188,0.7,0.06,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,3,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,236,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,156.894531,0.7,0.04,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,4,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,251,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.199219,0.72,0.07,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,5,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,240,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.078125,0.69,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,6,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,237,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.257812,0.7,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,7,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,239,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.128906,0.7,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,8,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,239,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.0625,0.71,0.06,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,9,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,252,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.417969,0.72,0.05,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","pls","float64",2.60450744628906,118,10,"pls_simpls_fit","pls","2.9.0","pls::simpls.fit","SIMPLS","simpls","simpls",TRUE,239,"accuracy",0.97,0.97,0.972727272727273,0.973096348096348,,,,"ok",,,157.175781,0.7,0.06,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","plsdepot","float64",2.60450744628906,118,1,"plsdepot_simpls","plsdepot","0.3.1","plsdepot::simpls","SIMPLS","simpls","simpls",TRUE,1234,"accuracy",0.84,0.84,0.847619047619048,0.816347541347541,,,,"ok",,,145.492188,1.72,0.07,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","plsdepot","float64",2.60450744628906,118,2,"plsdepot_simpls","plsdepot","0.3.1","plsdepot::simpls","SIMPLS","simpls","simpls",TRUE,1246,"accuracy",0.84,0.84,0.847619047619048,0.816347541347541,,,,"ok",,,145.25,1.7,0.06,"ok"
"metref","classification","/home/chiamaka/Documents/fastpls/data/metref.RData",123,773,100,375,22,"float64","float64","argmax","plsdepot","float64",2.60450744628906,118,3,"plsdepot_simpls","plsdepot","0.3.1","plsdepot::simpls","SIMPLS","simpls","simpls",TRUE,1238,"accuracy",0.84,0.84,0.847619047619048,0.816347541347541,,,,"ok",,,145.511719,1.68,0.06,"ok"
