"method_id","dataset","task_type","package","algorithm","ncomp_requested","input_precision","execution_precision","classifier","classifier_backend","classifier_numeric_path","requested_estimator","executed_estimator","reps_ok","median_time_ms","iqr_time_ms","median_peak_host_rss_mb","iqr_peak_host_rss_mb","median_metric","iqr_metric","metric_name","median_accuracy","median_balanced_accuracy","median_macro_f1","median_rmse","median_q2","reps_attempted","reps_ok_status","n_timeout","n_error","n_skipped","method_label","dataset_label","status_label","time_sec","accuracy_label","time_label","rss_label"
"plsdepot_simpls","ccle","classification","plsdepot","SIMPLS",26,"float64","float64","argmax","plsdepot","float64","simpls","simpls",3,2939,7.5,160.265625,0.238281000000029,0.746478873239437,0,"accuracy",0.746478873239437,0.641137566137566,0.633166551644813,NA,NA,3,3,0,0,0,"plsdepot / SIMPLS","CCLE","",2.939,"0.746","2.94","160"
"plsdepot_simpls","cifar100","classification","plsdepot","SIMPLS",263,"float64","float64","argmax","plsdepot","float64","simpls","simpls",3,2097960,2745.5,3408.214844,0.236328500000127,0.8704,0,"accuracy",0.8704,0.8704,0.866232639504298,NA,NA,3,3,0,0,0,"plsdepot / SIMPLS","CIFAR-100","",2097.96,"0.870","2098","3408"
"plsdepot_simpls","gtex_v8","classification","plsdepot","SIMPLS",190,"float64","float64","argmax","plsdepot","float64","simpls","simpls",3,37806,190,351,0.208984500000042,0.938519447929737,0,"accuracy",0.938519447929737,0.753705869542005,0.754070138219657,NA,NA,3,3,0,0,0,"plsdepot / SIMPLS","GTEx v8","",37.806,"0.939","38","351"
"plsdepot_simpls","metref","classification","plsdepot","SIMPLS",118,"float64","float64","argmax","plsdepot","float64","simpls","simpls",3,1238,6,145.492188,0.130859500000014,0.84,0,"accuracy",0.84,0.847619047619048,0.816347541347541,NA,NA,3,3,0,0,0,"plsdepot / SIMPLS","MetRef","",1.238,"0.840","1.24","145"
"plsdepot_simpls","retina","classification","plsdepot","SIMPLS",30,"float64","float64","argmax","plsdepot","float64","simpls","simpls",10,745,6.5,244.0996095,0.526366999999993,0.948719093100063,0,"accuracy",0.948719093100063,0.814275305994087,0.882815713025394,NA,NA,10,10,0,0,0,"plsdepot / SIMPLS","Retina","",0.745,"0.949","0.74","244"
"plsdepot_simpls","tabula","classification","plsdepot","SIMPLS",44,"float64","float64","argmax","plsdepot","float64","simpls","simpls",3,4775,13,472.949219,0.0253905000000145,0.783395593200024,0,"accuracy",0.783395593200024,0.588469665124499,0.57315823274054,NA,NA,3,3,0,0,0,"plsdepot / SIMPLS","Tabula Muris","",4.775,"0.783","4.78","473"
"plsdepot_simpls","tcga_brca","classification","plsdepot","SIMPLS",7,"float64","float64","argmax","plsdepot","float64","simpls","simpls",3,2204,17,165.605469,0.166016000000013,0.875,0,"accuracy",0.875,0.674983388704319,0.6892227127711,NA,NA,3,3,0,0,0,"plsdepot / SIMPLS","TCGA-BRCA","",2.204,"0.875","2.20","166"
"plsdepot_simpls","tcga_hnsc_methylation","classification","plsdepot","SIMPLS",2,"float64","float64","argmax","plsdepot","float64","simpls","simpls",10,553.5,4.5,134.0234375,0.214843500000001,1,0,"accuracy",1,1,1,NA,NA,10,10,0,0,0,"plsdepot / SIMPLS","TCGA-HNSC methyl.","",0.5535,"1.000","0.55","134"
"plsdepot_simpls","tcga_pan_cancer","classification","plsdepot","SIMPLS",185,"float64","float64","argmax","plsdepot","float64","simpls","simpls",3,33926,178.5,332.945312,0.4140625,0.884928716904277,0,"accuracy",0.884928716904277,0.820593105845483,0.799351125393256,NA,NA,3,3,0,0,0,"plsdepot / SIMPLS","TCGA Pan-Cancer","",33.926,"0.885","34","333"
"plsgenomics_pls_lda","ccle","classification","plsgenomics","PLS-LDA",26,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",10,63.9999999999999,1.4210854715202e-13,163.4492185,0.395507499999979,0.774647887323944,0,"accuracy",0.774647887323944,0.685582010582011,0.705659772326439,NA,NA,10,10,0,0,0,"plsgenomics / PLS-LDA","CCLE","",0.0639999999999999,"0.775","0.06","163"
"plsgenomics_pls_lda","cifar100","classification","plsgenomics","PLS-LDA",263,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",3,51221,103.5,1994.398438,0.296875,0.8847,0,"accuracy",0.8847,0.8847,0.888974693902574,NA,NA,3,3,0,0,0,"plsgenomics / PLS-LDA","CIFAR-100","",51.221,"0.885","51","1994"
"plsgenomics_pls_lda","gtex_v8","classification","plsgenomics","PLS-LDA",190,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",3,2261,0,224.851562,0.521484500000014,0.969887076537014,0,"accuracy",0.969887076537014,0.867805915711538,0.87156122383465,NA,NA,3,3,0,0,0,"plsgenomics / PLS-LDA","GTEx v8","",2.261,"0.970","2.26","225"
"plsgenomics_pls_lda","metref","classification","plsgenomics","PLS-LDA",118,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",10,193,1.75,171.7539065,0.187499750000001,0.99,0,"accuracy",0.99,0.988636363636364,0.988455988455988,NA,NA,10,10,0,0,0,"plsgenomics / PLS-LDA","MetRef","",0.193,"0.990","0.19","172"
"plsgenomics_pls_lda","retina","classification","plsgenomics","PLS-LDA",30,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",10,450,3.25,242.482422,0.236327499999987,0.969115415513702,0,"accuracy",0.969115415513702,0.909706872612551,0.936189749405791,NA,NA,10,10,0,0,0,"plsgenomics / PLS-LDA","Retina","",0.45,"0.969","0.45","242"
"plsgenomics_pls_lda","tabula","classification","plsgenomics","PLS-LDA",44,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",3,1773,5.5,420.410156,0.0703125,0.874528056892866,0,"accuracy",0.874528056892866,0.812762740967671,0.808052487455842,NA,NA,3,3,0,0,0,"plsgenomics / PLS-LDA","Tabula Muris","",1.773,"0.875","1.77","420"
"plsgenomics_pls_lda","tcga_brca","classification","plsgenomics","PLS-LDA",7,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",10,24,0.75,145.396484,0.240234499999985,0.863636363636364,0,"accuracy",0.863636363636364,0.876965669988926,0.846635282295501,NA,NA,10,10,0,0,0,"plsgenomics / PLS-LDA","TCGA-BRCA","",0.024,"0.864","0.02","145"
"plsgenomics_pls_lda","tcga_hnsc_methylation","classification","plsgenomics","PLS-LDA",2,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",10,11,1,132.5371095,0.600585999999993,0.982758620689655,0,"accuracy",0.982758620689655,0.990566037735849,0.94978354978355,NA,NA,10,10,0,0,0,"plsgenomics / PLS-LDA","TCGA-HNSC methyl.","",0.011,"0.983","0.01","133"
"plsgenomics_pls_lda","tcga_pan_cancer","classification","plsgenomics","PLS-LDA",185,"float64","float64","lda","plsgenomics","float64","PLS-LDA","PLS-LDA",3,1912,12.5,260.394531,0.263672000000042,0.934826883910387,0,"accuracy",0.934826883910387,0.915076535238949,0.908787422146443,NA,NA,3,3,0,0,0,"plsgenomics / PLS-LDA","TCGA Pan-Cancer","",1.912,"0.935","1.91","260"
"spls_splsda","ccle","classification","spls","sPLS-DA",26,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",10,992,6,160.5019535,0.28515625,0.690140845070423,0,"accuracy",0.690140845070423,0.61957671957672,0.61711860670194,NA,NA,10,10,0,0,0,"spls / sPLS-DA","CCLE","",0.992,"0.690","0.99","161"
"spls_splsda","cifar100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,"spls / sPLS-DA","CIFAR-100","NE",NA,"","",""
"spls_splsda","gtex_v8","classification","spls","sPLS-DA",190,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",3,147152,34,1601.519531,0.298828500000127,0.973651191969887,0,"accuracy",0.973651191969887,0.870970372782245,0.874443010606482,NA,NA,3,3,0,0,0,"spls / sPLS-DA","GTEx v8","",147.152,"0.974","147","1602"
"spls_splsda","metref","classification","spls","sPLS-DA",118,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",3,9150,10.5,245.496094,0.113281000000001,0.98,0,"accuracy",0.98,0.982142857142857,0.981462981462981,NA,NA,3,3,0,0,0,"spls / sPLS-DA","MetRef","",9.15,"0.980","9.15","245"
"spls_splsda","retina","classification","spls","sPLS-DA",30,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",3,5368,21,673.898438,0.121093499999915,0.968802999196644,0,"accuracy",0.968802999196644,0.907427506651623,0.935863258710746,NA,NA,3,3,0,0,0,"spls / sPLS-DA","Retina","",5.368,"0.969","5.37","674"
"spls_splsda","tabula","classification","spls","sPLS-DA",44,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",3,52376,82,4047.390625,0.144530999999915,0.871651451287481,0,"accuracy",0.871651451287481,0.81147935144343,0.806762929108388,NA,NA,3,3,0,0,0,"spls / sPLS-DA","Tabula Muris","",52.376,"0.872","52","4047"
"spls_splsda","tcga_brca","classification","spls","sPLS-DA",7,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",10,201,6.75,148.6953125,0.0761712500000158,0.840909090909091,0,"accuracy",0.840909090909091,0.803776301218162,0.790474986637389,NA,NA,10,10,0,0,0,"spls / sPLS-DA","TCGA-BRCA","",0.201,"0.841","0.20","149"
"spls_splsda","tcga_hnsc_methylation","classification","spls","sPLS-DA",2,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",10,25,0.75,126.8398435,0.171875500000013,0.948275862068966,0,"accuracy",0.948275862068966,0.881132075471698,0.849350649350649,NA,NA,10,10,0,0,0,"spls / sPLS-DA","TCGA-HNSC methyl.","",0.025,"0.948","0.03","127"
"spls_splsda","tcga_pan_cancer","classification","spls","sPLS-DA",185,"float64","float64","argmax","spls","float64","sPLS-DA","sPLS-DA",3,115062,268.5,1365.996094,0.296875,0.918533604887984,0,"accuracy",0.918533604887984,0.90037898664893,0.895306949629529,NA,NA,3,3,0,0,0,"spls / sPLS-DA","TCGA Pan-Cancer","",115.062,"0.919","115","1366"
