"dataset","source","task_type","condition","seed","solver","randomized_seed","rsvd_oversample","rsvd_power","ncomp","fastpls_cv_metric","reference_cv_metric"
"Breast","real","classification","p_greater_than_n",123,"rsvd",19,20,2,5,0.953333333333333,0.953333333333333
"Breast","real","classification","p_greater_than_n",123,"rsvd",19,20,2,8,0.946666666666667,0.946666666666667
"Breast","real","classification","p_greater_than_n",123,"rsvd",43,20,2,1,0.8,0.8
"Breast","real","classification","p_greater_than_n",123,"rsvd",43,20,2,2,0.98,0.98
"Breast","real","classification","p_greater_than_n",123,"rsvd",43,20,2,3,0.973333333333333,0.973333333333333
"Breast","real","classification","p_greater_than_n",123,"rsvd",43,20,2,5,0.953333333333333,0.953333333333333
"Breast","real","classification","p_greater_than_n",123,"rsvd",43,20,2,8,0.946666666666667,0.946666666666667
"Breast","real","classification","p_greater_than_n",123,"rsvd",123,20,2,1,0.8,0.8
"Breast","real","classification","p_greater_than_n",123,"rsvd",123,20,2,2,0.98,0.98
"Breast","real","classification","p_greater_than_n",123,"rsvd",123,20,2,3,0.973333333333333,0.973333333333333
"Breast","real","classification","p_greater_than_n",123,"rsvd",123,20,2,5,0.953333333333333,0.953333333333333
"Breast","real","classification","p_greater_than_n",123,"rsvd",123,20,2,8,0.946666666666667,0.946666666666667
"Colon","real","classification","p_much_greater_than_n",123,"irlba",NA,NA,NA,1,0.702222222222222,0.702222222222222
"Colon","real","classification","p_much_greater_than_n",123,"irlba",NA,NA,NA,2,0.831111111111111,0.831111111111111
"Colon","real","classification","p_much_greater_than_n",123,"irlba",NA,NA,NA,3,0.828888888888889,0.828888888888889
"Colon","real","classification","p_much_greater_than_n",123,"irlba",NA,NA,NA,5,0.851111111111111,0.851111111111111
"Colon","real","classification","p_much_greater_than_n",123,"irlba",NA,NA,NA,8,0.895555555555556,0.895555555555556
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",1,20,2,1,0.702222222222222,0.702222222222222
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",1,20,2,2,0.831111111111111,0.831111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",1,20,2,3,0.828888888888889,0.828888888888889
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",1,20,2,5,0.851111111111111,0.851111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",1,20,2,8,0.895555555555556,0.895555555555556
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",7,20,2,1,0.702222222222222,0.702222222222222
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",7,20,2,2,0.831111111111111,0.831111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",7,20,2,3,0.828888888888889,0.828888888888889
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",7,20,2,5,0.851111111111111,0.851111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",7,20,2,8,0.895555555555556,0.895555555555556
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",19,20,2,1,0.702222222222222,0.702222222222222
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",19,20,2,2,0.831111111111111,0.831111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",19,20,2,3,0.828888888888889,0.828888888888889
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",19,20,2,5,0.851111111111111,0.851111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",19,20,2,8,0.895555555555556,0.895555555555556
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",43,20,2,1,0.702222222222222,0.702222222222222
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",43,20,2,2,0.831111111111111,0.831111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",43,20,2,3,0.828888888888889,0.828888888888889
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",43,20,2,5,0.851111111111111,0.851111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",43,20,2,8,0.895555555555556,0.895555555555556
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",123,20,2,1,0.702222222222222,0.702222222222222
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",123,20,2,2,0.831111111111111,0.831111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",123,20,2,3,0.828888888888889,0.828888888888889
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",123,20,2,5,0.851111111111111,0.851111111111111
"Colon","real","classification","p_much_greater_than_n",123,"rsvd",123,20,2,8,0.895555555555556,0.895555555555556
"MetRef","real","classification","p_less_than_n_multiclass",123,"irlba",NA,NA,NA,2,0.225205046158373,0.225205046158373
"MetRef","real","classification","p_less_than_n_multiclass",123,"irlba",NA,NA,NA,5,0.459903019792129,0.459903019792129
"MetRef","real","classification","p_less_than_n_multiclass",123,"irlba",NA,NA,NA,10,0.730278400201439,0.730278400201439
"MetRef","real","classification","p_less_than_n_multiclass",123,"irlba",NA,NA,NA,18,0.877889649000208,0.877889649000208
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",1,20,2,2,0.225205046158373,0.225205046158373
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",1,20,2,5,0.459903019792129,0.459903019792129
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",1,20,2,10,0.730278400201439,0.730278400201439
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",1,20,2,18,0.877889649000208,0.877889649000208
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",7,20,2,2,0.225205046158373,0.225205046158373
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",7,20,2,5,0.459903019792129,0.459903019792129
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",7,20,2,10,0.730278400201439,0.730278400201439
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",7,20,2,18,0.877889649000208,0.877889649000208
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",19,20,2,2,0.225205046158373,0.225205046158373
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",19,20,2,5,0.459903019792129,0.459903019792129
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",19,20,2,10,0.730278400201439,0.730278400201439
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",19,20,2,18,0.877889649000208,0.877889649000208
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",43,20,2,2,0.225205046158373,0.225205046158373
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",43,20,2,5,0.459903019792129,0.459903019792129
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",43,20,2,10,0.730278400201439,0.730278400201439
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",43,20,2,18,0.877889649000208,0.877889649000208
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",123,20,2,2,0.225205046158373,0.225205046158373
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",123,20,2,5,0.459903019792129,0.459903019792129
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",123,20,2,10,0.730278400201439,0.730278400201439
"MetRef","real","classification","p_less_than_n_multiclass",123,"rsvd",123,20,2,18,0.877889649000208,0.877889649000208
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"irlba",NA,NA,NA,2,0.00266240176792358,0.00266240176792358
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"irlba",NA,NA,NA,5,0.00253062470786392,0.00253062470786393
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"irlba",NA,NA,NA,10,0.00243255859087766,0.00243255859087766
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"irlba",NA,NA,NA,15,0.00240210094760697,0.00240210094760701
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",1,20,2,2,0.00266240176792358,0.00266240176792358
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",1,20,2,5,0.00253062470786392,0.00253062470786393
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",1,20,2,10,0.00243255859087731,0.00243255859087766
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",1,20,2,15,0.00240210094761083,0.00240210094760701
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",7,20,2,2,0.00266240176792358,0.00266240176792358
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",7,20,2,5,0.00253062470786392,0.00253062470786393
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",7,20,2,10,0.00243255859087803,0.00243255859087766
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",7,20,2,15,0.00240210094759888,0.00240210094760701
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",19,20,2,2,0.00266240176792358,0.00266240176792358
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",19,20,2,5,0.00253062470786392,0.00253062470786393
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",19,20,2,10,0.0024325585908775,0.00243255859087766
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",19,20,2,15,0.00240210094759587,0.00240210094760701
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",43,20,2,2,0.00266240176792358,0.00266240176792358
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",43,20,2,5,0.00253062470786392,0.00253062470786393
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",43,20,2,10,0.00243255859087767,0.00243255859087766
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",43,20,2,15,0.00240210094759015,0.00240210094760701
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",123,20,2,2,0.00266240176792358,0.00266240176792358
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",123,20,2,5,0.00253062470786392,0.00253062470786393
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",123,20,2,10,0.00243255859087726,0.00243255859087766
"NMR_spectral_subset","real","regression","p_less_than_n_high_rank_response",123,"rsvd",123,20,2,15,0.00240210094763943,0.00240210094760701
