"dataset","source","task_type","condition","seed","solver","randomized_seed","rsvd_oversample","rsvd_power","n_train","n_test","p","q","response_rank","ncomp","coefficient_identifiable","fastpls_elapsed_sec","reference_elapsed_sec","prediction_correlation","prediction_relative_error","prediction_max_absolute_error","coefficient_relative_error","score_subspace_max_angle_degrees","projection_subspace_max_angle_degrees","loading_subspace_max_angle_degrees","fastpls_metric","reference_metric","metric_absolute_difference","classification_label_agreement","deterministic_tolerance_pass","approximation_tolerance_pass","status","error_message"
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",19,20,2,180,60,90,40,40,7,TRUE,0.0169999999999995,0.00399999999999956,1,1.02626711736941e-15,1.59872115546023e-14,1.18305788070653e-15,0,1.90909591041642e-06,1.4787793334711e-06,2.89131586560798,2.89131586560798,0,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",19,20,2,180,60,90,40,40,10,TRUE,0.0169999999999995,0.00399999999999956,1,1.36819519943748e-15,1.86517468137026e-14,1.57537974344922e-15,8.53773646251594e-07,1.90909591041642e-06,1.4787793334711e-06,2.5149056575916,2.5149056575916,4.44089209850063e-16,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",43,20,2,180,60,90,40,40,2,TRUE,0.0170000000000012,0.00300000000000011,1,1.74854074229248e-15,1.95399252334028e-14,1.74062447132606e-15,0,8.53773646251594e-07,0,3.7486131425833,3.7486131425833,4.44089209850063e-16,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",43,20,2,180,60,90,40,40,5,TRUE,0.0170000000000012,0.00300000000000011,1,1.86624901412194e-15,3.01980662698043e-14,2.05399317646896e-15,0,2.09130978915187e-06,0,3.22541278634905,3.22541278634905,0,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",43,20,2,180,60,90,40,40,7,TRUE,0.0170000000000012,0.00300000000000011,1,1.17648928587138e-15,1.66533453693773e-14,1.32081575878186e-15,8.53773646251594e-07,1.20741826972573e-06,2.09130978915187e-06,2.89131586560798,2.89131586560798,0,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",43,20,2,180,60,90,40,40,10,TRUE,0.0170000000000012,0.00300000000000011,1,1.62507538223911e-15,2.93098878501041e-14,1.9368695875141e-15,1.4787793334711e-06,1.70754729250319e-06,1.20741826972573e-06,2.5149056575916,2.5149056575916,4.44089209850063e-16,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",123,20,2,180,60,90,40,40,2,TRUE,0.0169999999999995,0.00399999999999956,1,1.45271243403775e-15,1.33226762955019e-14,1.50238814242594e-15,0,1.90909591041642e-06,1.4787793334711e-06,3.7486131425833,3.7486131425833,0,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",123,20,2,180,60,90,40,40,5,TRUE,0.0169999999999995,0.00399999999999956,1,8.78836192712489e-16,1.24344978758018e-14,1.01575575275459e-15,0,1.20741826972573e-06,1.4787793334711e-06,3.22541278634905,3.22541278634905,0,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",123,20,2,180,60,90,40,40,7,TRUE,0.0169999999999995,0.00399999999999956,1,8.30631448684193e-16,1.06581410364015e-14,9.81599123285801e-16,8.53773646251594e-07,2.09130978915187e-06,1.70754729250319e-06,2.89131586560798,2.89131586560798,0,NA,NA,TRUE,"ok",""
"syn_reg_high_rank_y","synthetic","regression","well_conditioned",101,"rsvd",123,20,2,180,60,90,40,40,10,TRUE,0.0169999999999995,0.00399999999999956,1,1.22628444814429e-15,1.95399252334028e-14,1.33440283094038e-15,0,1.70754729250319e-06,1.4787793334711e-06,2.5149056575916,2.5149056575916,0,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",1,20,2,180,60,80,8,8,2,TRUE,0.00600000000000023,0.00100000000000122,1,4.04376027145388e-16,4.44089209850063e-15,4.42209444929573e-16,0,0,1.70754729250319e-06,1.52663235261002,1.52663235261002,2.22044604925031e-16,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",1,20,2,180,60,80,8,8,5,TRUE,0.00600000000000023,0.00100000000000122,1,3.53037819278998e-12,3.34443583938082e-11,8.929396482349e-12,8.53773646251594e-07,8.53773646251594e-07,1.70754729250319e-06,1.4742797713784,1.47427977137873,3.25073301610246e-13,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",1,20,2,180,60,80,8,8,7,TRUE,0.00600000000000023,0.00100000000000122,1,1.27657087989816e-11,9.82485204303885e-11,2.88762673351224e-11,1.4787793334711e-06,1.4787793334711e-06,1.70754729250319e-06,1.51404988088219,1.5140498808833,1.11399778290888e-12,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",1,20,2,180,60,80,8,8,10,TRUE,0.00600000000000023,0.00100000000000122,1,4.45927236854568e-11,4.29944746471733e-10,9.1115875716283e-11,1.70754729250319e-06,1.4787793334711e-06,1.70754729250319e-06,1.60226421190397,1.60226421190446,4.90274487674469e-13,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",7,20,2,180,60,80,8,8,2,TRUE,0.00600000000000023,0.000999999999999446,1,4.04376027145388e-16,4.44089209850063e-15,4.42209444929573e-16,0,0,1.70754729250319e-06,1.52663235261002,1.52663235261002,2.22044604925031e-16,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",7,20,2,180,60,80,8,8,5,TRUE,0.00600000000000023,0.000999999999999446,1,3.53037819278998e-12,3.34443583938082e-11,8.929396482349e-12,8.53773646251594e-07,8.53773646251594e-07,1.70754729250319e-06,1.4742797713784,1.47427977137873,3.25073301610246e-13,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",7,20,2,180,60,80,8,8,7,TRUE,0.00600000000000023,0.000999999999999446,1,1.27657087989816e-11,9.82485204303885e-11,2.88762673351224e-11,1.4787793334711e-06,1.4787793334711e-06,1.70754729250319e-06,1.51404988088219,1.5140498808833,1.11399778290888e-12,NA,NA,TRUE,"ok",""
"syn_reg_ill_conditioned","synthetic","regression","ill_conditioned",101,"rsvd",7,20,2,180,60,80,8,8,10,TRUE,0.00600000000000023,0.000999999999999446,1,4.45927236854568e-11,4.29944746471733e-10,9.1115875716283e-11,1.70754729250319e-06,1.4787793334711e-06,1.70754729250319e-06,1.60226421190397,1.60226421190446,4.90274487674469e-13,NA,NA,TRUE,"ok",""
