"package_version","dataset","family","task_type","selection_metric","ncomp","metric_value","kfold","seed","control_profile","oversample","power"
"0.99.39","cbmc_citeseq","opls","regression","rmsd",80,1169.1066323187,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",81,1168.93896373088,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",82,1170.00103960671,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",83,1170.38998100742,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",84,1173.25204646029,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",85,1174.97082945129,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",86,1178.0347711979,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",87,1180.12484387681,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",88,1180.74434191708,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",89,1182.80803032324,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",90,1181.17698142191,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",91,1180.58415937402,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",92,1181.41309282846,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",93,1179.6197333134,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",94,1178.13488874571,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",95,1179.94401508016,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",96,1181.69556554397,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",97,1184.03982078375,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",98,1185.65932570809,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",99,1189.45812972076,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","opls","regression","rmsd",100,1194.1815997152,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",1,1709.29423986719,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",2,1706.31390834393,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",3,1407.44538604608,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",4,1296.11124754546,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",5,1281.74331587414,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",6,1271.44590275192,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",7,1267.026990614,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",8,1265.073103463,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",9,1260.30445863522,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",10,1243.76865920789,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",11,1232.5948610065,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",12,1225.37023963534,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",13,1217.47954647265,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",14,1207.8978408733,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",15,1202.08996345836,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",16,1199.47016741928,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",17,1192.94065229083,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",18,1185.34447411146,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",19,1182.49900607192,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",20,1178.08734008185,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",21,1171.0623090454,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",22,1167.99241349997,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",23,1163.53376636972,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",24,1161.01927675172,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",25,1160.68580131127,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",26,1159.91153344503,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",27,1154.51444427734,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",28,1145.94192241313,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",29,1144.4692562608,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",30,1142.06164226029,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",31,1142.41721458156,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",32,1139.26358884614,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",33,1138.8465715284,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",34,1139.27536409457,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",35,1141.2311313131,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",36,1139.57738752788,10,123,"ordinary_fast",32,5
"0.99.39","cbmc_citeseq","kernelpls","regression","rmsd",37,1138.90769302715,10,123,"ordinary_fast",32,5
