"family","setting","case","task","component","fold","fast_metric","reference_metric","status","error"
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,2,2.12790148774516,2.12790148774516,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,3,2.22531789337878,2.22531789337878,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,4,1.95755481871148,1.95755481871148,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,5,2.33150709537503,2.33150709537503,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,1,1.48895510851898,1.48895510851898,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,2,1.69862898747902,1.69862898747902,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,3,1.63079433898166,1.63079433898166,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,4,1.62650174191037,1.62650174191037,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,5,1.96098542620542,1.96098542620542,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,1,1.27074843174968,1.27074843174968,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,2,1.38932047626619,1.38932047626619,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,3,1.07645773531078,1.07645773531078,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,4,1.06120316743884,1.06120316743884,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,5,1.4152385756587,1.4152385756587,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,1,0.961250798817937,0.961250798817938,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,2,1.08929290747686,1.08929290747686,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,3,0.901128922851699,0.901128922851699,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,4,0.788010953246385,0.788010953246385,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,5,1.12567899908182,1.12567899908183,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,1,0.56461532013824,0.56461532013824,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,2,0.727857262333075,0.727857262333075,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,3,0.519262260081288,0.519262260081288,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,4,0.542742039159429,0.542742039159429,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,5,0.694878460461861,0.694878460461862,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,1,1.95899156549517,1.95899156549517,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,2,2.11656365472992,2.11656365472992,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,3,2.18995242658163,2.18995242658163,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,4,1.94070604805188,1.94070604805188,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,5,2.36364355205593,2.36364355205593,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,1,1.51626318877497,1.51626318877497,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,2,1.71889950164817,1.71889950164817,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,3,1.70186756600098,1.70186756600098,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,4,1.59930926434744,1.59930926434744,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,5,2.0205022786335,2.0205022786335,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,1,1.30286585874844,1.30286585874844,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,2,1.45213486329282,1.45213486329282,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,3,1.23157158416834,1.23157158416834,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,4,1.13137684932815,1.13137684932815,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,5,1.60385301159237,1.60385301159237,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,1,1.1465141297133,1.1465141297133,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,2,1.30020392791627,1.30020392791627,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,3,1.07121914195663,1.07121914195663,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,4,1.00145184889771,1.00145184889771,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,5,1.45819284093735,1.45819284093735,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,1,0.944739722735475,0.944739722735475,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,2,1.12250229255157,1.12250229255157,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,3,0.895736676371533,0.895736676371533,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,4,0.88758497559912,0.88758497559912,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,5,1.26258361848989,1.26258361848989,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,1,2.08461257463987,2.08461257463987,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,2,2.22961515456862,2.22961515456862,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,3,2.25609768267708,2.25609768267708,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,4,1.95967563321849,1.95967563321849,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",1,5,2.5226296248136,2.5226296248136,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,1,1.88458108483488,1.88458108483488,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,2,2.01328626903846,2.01328626903846,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,3,2.0063131192925,2.0063131192925,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,4,1.81733031461767,1.81733031461767,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",2,5,2.31413318755626,2.31413318755626,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,1,1.83338408706128,1.83338408706128,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,2,1.91148322519507,1.91148322519507,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,3,1.84381685547667,1.84381685547667,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,4,1.61277244838372,1.61277244838372,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",3,5,2.21081908402896,2.21081908402896,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,1,1.81558165207333,1.81558165207333,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,2,1.87112621796023,1.87112621796023,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,3,1.77187777250089,1.77187777250089,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,4,1.57803764538424,1.57803764538424,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",4,5,2.16461771701439,2.16461771701439,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,1,1.78470735038872,1.78470735038872,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,2,1.87016689468809,1.87016689468809,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,3,1.72719730482948,1.72719730482948,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,4,1.55556574905425,1.55556574905425,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_regression_p_gt_n_ill_conditioned","regression",5,5,2.13272134549793,2.13272134549793,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,1,1.88328466172268,1.88328466172268,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,2,2.15012499752279,2.15012499752279,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,3,2.24849567261514,2.24849567261514,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,4,1.97122533164549,1.97122533164549,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,5,2.33167727268439,2.33167727268439,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,1,1.52948820818301,1.52948820818301,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,2,1.71586990050473,1.71586990050473,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,3,1.60686218135647,1.60686218135647,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,4,1.66127491415758,1.66127491415758,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,5,1.97326610168807,1.97326610168807,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,1,1.31057471415171,1.31057471415171,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,2,1.40531518234668,1.40531518234668,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,3,1.07487131316144,1.07487131316144,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,4,1.08828272882465,1.08828272882465,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,5,1.42180109888547,1.42180109888547,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,1,1.00099121401851,1.00099121401851,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,2,1.11189324133042,1.11189324133042,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,3,0.920393799087466,0.920393799087466,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,4,0.784533311287633,0.784533311287633,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,5,1.15373963297297,1.15373963297297,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,1,0.652598560340898,0.652598560340898,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,2,0.697826947900135,0.697826947900135,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,3,0.575452012155341,0.575452012155341,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,4,0.567602637350925,0.567602637350925,"success",NA
"kernelPLS","poly_degree2_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,5,0.710838243397572,0.710838243397572,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,1,1.85237414971875,1.85237414971875,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,2,2.16679001225674,2.16679001225674,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,3,2.28211455346699,2.28211455346699,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,4,1.97051387016245,1.97051387016245,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,5,2.32719906349246,2.32719906349246,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,1,1.59553986275202,1.59553986275203,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,2,1.73672781721228,1.73672781721228,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,3,1.60179457559823,1.60179457559823,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,4,1.69618246063535,1.69618246063535,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,5,1.99920182328967,1.99920182328967,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,1,1.38273206861321,1.38273206861321,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,2,1.4522862466978,1.4522862466978,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,3,1.14644551746201,1.14644551746201,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,4,1.16396979367147,1.16396979367147,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,5,1.4975833307714,1.4975833307714,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,1,1.15219172858342,1.15219172858342,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,2,1.21522871265972,1.21522871265972,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,3,1.01458923488784,1.01458923488784,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,4,0.897869252806956,0.897869252806956,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,5,1.30003846819697,1.30003846819697,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,1,0.92702809931205,0.92702809931205,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,2,0.854316300504304,0.854316300504304,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,3,0.82561920640606,0.825619206406059,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,4,0.770098184672696,0.770098184672696,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,5,1.01756528348867,1.01756528348867,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,1,1.86340029988314,1.86340029988314,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,2,2.19557771798508,2.19557771798508,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,3,2.24410947145881,2.24410947145881,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,4,1.96764676453119,1.96764676453119,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",1,5,2.31880338530734,2.31880338530734,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,1,1.70542613159071,1.70542613159071,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,2,1.78521332319801,1.78521332319801,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,3,1.6519618419486,1.6519618419486,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,4,1.75118008822426,1.75118008822426,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",2,5,2.04333619020907,2.04333619020907,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,1,1.49444862428764,1.49444862428765,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,2,1.5462263360206,1.5462263360206,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,3,1.32780622045261,1.32780622045261,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,4,1.31083606575703,1.31083606575703,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",3,5,1.63837962681678,1.63837962681678,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,1,1.36538236859609,1.36538236859609,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,2,1.3847969296371,1.3847969296371,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,3,1.21327042599157,1.21327042599157,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,4,1.14735196124398,1.14735196124398,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",4,5,1.52196881875048,1.52196881875048,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,1,1.230662364288,1.230662364288,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,2,1.094731066368,1.094731066368,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,3,1.14719974336647,1.14719974336647,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,4,1.04624254068504,1.04624254068504,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_regression_p_gt_n_ill_conditioned","regression",5,5,1.35477679312562,1.35477679312562,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",1,1,1.9296898539837,1.9296898539837,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",1,2,2.23683595464179,2.23683595464179,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",1,3,2.30477769600195,2.30477769600195,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",1,4,2.00519743522756,2.00519743522756,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",1,5,2.33171327966911,2.33171327966911,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",2,1,1.79477056749489,1.79477056749489,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",2,2,1.82650438701677,1.82650438701677,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",2,3,1.70317483179294,1.70317483179294,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",2,4,1.82006593321206,1.82006593321206,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",2,5,2.08932034533647,2.08932034533647,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",3,1,1.64085807257232,1.64085807257232,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",3,2,1.62041826789353,1.62041826789353,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",3,3,1.44888489774828,1.44888489774828,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",3,4,1.48567013125209,1.48567013125209,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",3,5,1.85682616409923,1.85682616409923,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",4,1,1.57811783982836,1.57811783982836,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",4,2,1.50189938616694,1.50189938616694,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",4,3,1.26489081688325,1.26489081688325,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",4,4,1.39757196744302,1.39757196744302,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",4,5,1.73053869205162,1.73053869205162,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",5,1,1.46422385220505,1.46422385220505,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",5,2,1.39018576281111,1.39018576281111,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",5,3,1.15827167839362,1.15827167839361,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",5,4,1.24238137404742,1.24238137404742,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_regression_p_gt_n_ill_conditioned","regression",5,5,1.55935121016877,1.55935121016877,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",1,1,0.421052631578947,0.421052631578947,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",1,2,0.473684210526316,0.473684210526316,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",1,3,0.444444444444444,0.444444444444444,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",1,4,0.457142857142857,0.457142857142857,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",1,5,0.484848484848485,0.484848484848485,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",2,1,0.710526315789474,0.710526315789474,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",2,2,0.605263157894737,0.605263157894737,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",2,3,0.666666666666667,0.666666666666667,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",2,4,0.657142857142857,0.657142857142857,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",2,5,0.696969696969697,0.696969696969697,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",3,1,0.657894736842105,0.657894736842105,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",3,2,0.657894736842105,0.657894736842105,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",3,3,0.638888888888889,0.638888888888889,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",3,4,0.714285714285714,0.714285714285714,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",3,5,0.727272727272727,0.727272727272727,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",4,1,0.68421052631579,0.68421052631579,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",4,2,0.68421052631579,0.68421052631579,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",4,3,0.638888888888889,0.638888888888889,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",4,4,0.742857142857143,0.742857142857143,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",4,5,0.787878787878788,0.787878787878788,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",5,1,0.710526315789474,0.710526315789474,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",5,2,0.68421052631579,0.68421052631579,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",5,3,0.638888888888889,0.638888888888889,"success",NA
"OPLS","north_1","synthetic_classification_p_lt_n","classification",5,4,0.714285714285714,0.714285714285714,"success",NA
