"family","setting","case","task","component","fold","fast_metric","reference_metric","status","error"
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",2,5,0.545454545454545,0.545454545454545,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",3,1,0.657894736842105,0.657894736842105,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",3,2,0.526315789473684,0.526315789473684,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",3,3,0.694444444444444,0.694444444444444,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",3,4,0.657142857142857,0.657142857142857,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",3,5,0.666666666666667,0.666666666666667,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",4,1,0.68421052631579,0.68421052631579,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",4,2,0.631578947368421,0.631578947368421,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",4,3,0.694444444444444,0.694444444444444,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",4,4,0.685714285714286,0.685714285714286,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",4,5,0.636363636363636,0.636363636363636,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",5,1,0.710526315789474,0.710526315789474,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",5,2,0.631578947368421,0.631578947368421,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",5,3,0.722222222222222,0.722222222222222,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",5,4,0.685714285714286,0.685714285714286,"success",NA
"kernelPLS","poly_degree3_offset1","synthetic_classification_p_lt_n","classification",5,5,0.696969696969697,0.696969696969697,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",1,1,0.421052631578947,0.421052631578947,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",1,2,0.342105263157895,0.342105263157895,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",1,3,0.388888888888889,0.388888888888889,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",1,4,0.371428571428571,0.371428571428571,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",1,5,0.393939393939394,0.393939393939394,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",2,1,0.526315789473684,0.526315789473684,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",2,2,0.473684210526316,0.473684210526316,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",2,3,0.388888888888889,0.388888888888889,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",2,4,0.428571428571429,0.428571428571429,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",2,5,0.454545454545455,0.454545454545455,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",3,1,0.5,0.5,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",3,2,0.473684210526316,0.473684210526316,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",3,3,0.444444444444444,0.444444444444444,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",3,4,0.542857142857143,0.542857142857143,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",3,5,0.484848484848485,0.484848484848485,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",4,1,0.552631578947368,0.552631578947368,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",4,2,0.605263157894737,0.605263157894737,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",4,3,0.555555555555556,0.555555555555556,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",4,4,0.6,0.6,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",4,5,0.606060606060606,0.606060606060606,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",5,1,0.68421052631579,0.68421052631579,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",5,2,0.631578947368421,0.631578947368421,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",5,3,0.722222222222222,0.722222222222222,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",5,4,0.657142857142857,0.657142857142857,"success",NA
"kernelPLS","poly_degree4_offset1","synthetic_classification_p_lt_n","classification",5,5,0.636363636363636,0.636363636363636,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",1,1,0.31578947368421,0.31578947368421,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",1,2,0.289473684210526,0.289473684210526,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",1,3,0.277777777777778,0.277777777777778,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",1,4,0.342857142857143,0.342857142857143,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",1,5,0.272727272727273,0.272727272727273,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",2,1,0.394736842105263,0.394736842105263,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",2,2,0.394736842105263,0.394736842105263,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",2,3,0.5,0.5,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",2,4,0.457142857142857,0.457142857142857,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",2,5,0.333333333333333,0.333333333333333,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",3,1,0.473684210526316,0.473684210526316,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",3,2,0.552631578947368,0.552631578947368,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",3,3,0.527777777777778,0.527777777777778,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",3,4,0.514285714285714,0.514285714285714,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",3,5,0.454545454545455,0.454545454545455,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",4,1,0.578947368421053,0.578947368421053,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",4,2,0.657894736842105,0.657894736842105,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",4,3,0.555555555555556,0.555555555555556,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",4,4,0.657142857142857,0.657142857142857,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",4,5,0.575757575757576,0.575757575757576,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",5,1,0.657894736842105,0.657894736842105,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",5,2,0.605263157894737,0.605263157894737,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",5,3,0.694444444444444,0.694444444444444,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",5,4,0.771428571428571,0.771428571428571,"success",NA
"kernelPLS","poly_degree3_offset0","synthetic_classification_p_lt_n","classification",5,5,0.696969696969697,0.696969696969697,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",1,1,0.476190476190476,0.476190476190476,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",1,2,0.473684210526316,0.473684210526316,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",1,3,0.470588235294118,0.470588235294118,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",1,4,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",1,5,0.4375,0.4375,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",2,1,0.571428571428571,0.571428571428571,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",2,2,0.578947368421053,0.578947368421053,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",2,3,0.588235294117647,0.588235294117647,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",2,4,0.647058823529412,0.647058823529412,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",2,5,0.5625,0.5625,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",3,1,0.714285714285714,0.714285714285714,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",3,2,0.68421052631579,0.68421052631579,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",3,3,0.764705882352941,0.764705882352941,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",3,4,0.647058823529412,0.647058823529412,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",3,5,0.625,0.625,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",4,1,0.761904761904762,0.761904761904762,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",4,2,0.68421052631579,0.68421052631579,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",4,3,0.764705882352941,0.764705882352941,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",4,4,0.647058823529412,0.647058823529412,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",4,5,0.625,0.625,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",5,1,0.761904761904762,0.761904761904762,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",5,2,0.68421052631579,0.68421052631579,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",5,3,0.764705882352941,0.764705882352941,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",5,4,0.647058823529412,0.647058823529412,"success",NA
"OPLS","north_1","synthetic_classification_p_gt_n","classification",5,5,0.625,0.625,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",1,1,0.476190476190476,0.476190476190476,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",1,2,0.473684210526316,0.473684210526316,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",1,3,0.470588235294118,0.470588235294118,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",1,4,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",1,5,0.4375,0.4375,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",2,1,0.619047619047619,0.619047619047619,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",2,2,0.526315789473684,0.526315789473684,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",2,3,0.705882352941177,0.705882352941177,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",2,4,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",2,5,0.5,0.5,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",3,1,0.571428571428571,0.571428571428571,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",3,2,0.526315789473684,0.526315789473684,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",3,3,0.705882352941177,0.705882352941177,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",3,4,0.588235294117647,0.588235294117647,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",3,5,0.5,0.5,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",4,1,0.619047619047619,0.619047619047619,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",4,2,0.526315789473684,0.526315789473684,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",4,3,0.705882352941177,0.705882352941177,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",4,4,0.647058823529412,0.647058823529412,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",4,5,0.5,0.5,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",5,1,0.523809523809524,0.523809523809524,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",5,2,0.526315789473684,0.526315789473684,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",5,3,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",5,4,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_2","synthetic_classification_p_gt_n","classification",5,5,0.5625,0.5625,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",1,1,0.476190476190476,0.476190476190476,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",1,2,0.473684210526316,0.473684210526316,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",1,3,0.470588235294118,0.470588235294118,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",1,4,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",1,5,0.4375,0.4375,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",2,1,0.571428571428571,0.571428571428571,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",2,2,0.526315789473684,0.526315789473684,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",2,3,0.647058823529412,0.647058823529412,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",2,4,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",2,5,0.5625,0.5625,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",3,1,0.619047619047619,0.619047619047619,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",3,2,0.473684210526316,0.473684210526316,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",3,3,0.588235294117647,0.588235294117647,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",3,4,0.647058823529412,0.647058823529412,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",3,5,0.375,0.375,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",4,1,0.523809523809524,0.523809523809524,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",4,2,0.421052631578947,0.421052631578947,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",4,3,0.470588235294118,0.470588235294118,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",4,4,0.588235294117647,0.588235294117647,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",4,5,0.5,0.5,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",5,1,0.476190476190476,0.476190476190476,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",5,2,0.526315789473684,0.526315789473684,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",5,3,0.588235294117647,0.588235294117647,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",5,4,0.529411764705882,0.529411764705882,"success",NA
"OPLS","north_3","synthetic_classification_p_gt_n","classification",5,5,0.5,0.5,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",1,1,0.476190476190476,0.476190476190476,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",1,2,0.473684210526316,0.473684210526316,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",1,3,0.470588235294118,0.470588235294118,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",1,4,0.529411764705882,0.529411764705882,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",1,5,0.4375,0.4375,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",2,1,0.523809523809524,0.523809523809524,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",2,2,0.631578947368421,0.631578947368421,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",2,3,0.588235294117647,0.588235294117647,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",2,4,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",2,5,0.4375,0.4375,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",3,1,0.666666666666667,0.666666666666667,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",3,2,0.68421052631579,0.68421052631579,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",3,3,0.705882352941177,0.705882352941177,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",3,4,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",3,5,0.625,0.625,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",4,1,0.80952380952381,0.80952380952381,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",4,2,0.842105263157895,0.842105263157895,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",4,3,0.941176470588235,0.941176470588235,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",4,4,0.823529411764706,0.823529411764706,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",4,5,0.5625,0.5625,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",5,1,0.80952380952381,0.80952380952381,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",5,2,0.842105263157895,0.842105263157895,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",5,3,0.88235294117647,0.88235294117647,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",5,4,0.823529411764706,0.823529411764706,"success",NA
"kernelPLS","linear","synthetic_classification_p_gt_n","classification",5,5,0.6875,0.6875,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",1,1,0.476190476190476,0.476190476190476,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",1,2,0.473684210526316,0.473684210526316,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",1,3,0.470588235294118,0.470588235294118,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",1,4,0.529411764705882,0.529411764705882,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",1,5,0.4375,0.4375,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",2,1,0.523809523809524,0.523809523809524,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",2,2,0.578947368421053,0.578947368421053,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",2,3,0.588235294117647,0.588235294117647,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",2,4,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",2,5,0.4375,0.4375,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",3,1,0.666666666666667,0.666666666666667,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",3,2,0.736842105263158,0.736842105263158,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",3,3,0.529411764705882,0.529411764705882,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",3,4,0.764705882352941,0.764705882352941,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",3,5,0.5625,0.5625,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",4,1,0.761904761904762,0.761904761904762,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",4,2,0.736842105263158,0.736842105263158,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",4,3,0.941176470588235,0.941176470588235,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",4,4,0.705882352941177,0.705882352941177,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",4,5,0.5625,0.5625,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",5,1,0.714285714285714,0.714285714285714,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",5,2,0.842105263157895,0.842105263157895,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",5,3,0.941176470588235,0.941176470588235,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",5,4,0.764705882352941,0.764705882352941,"success",NA
"kernelPLS","rbf_gamma_0.25_over_p","synthetic_classification_p_gt_n","classification",5,5,0.625,0.625,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",1,1,0.476190476190476,0.476190476190476,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",1,2,0.421052631578947,0.421052631578947,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",1,3,0.470588235294118,0.470588235294118,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",1,4,0.529411764705882,0.529411764705882,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",1,5,0.4375,0.4375,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",2,1,0.523809523809524,0.523809523809524,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",2,2,0.578947368421053,0.578947368421053,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",2,3,0.470588235294118,0.470588235294118,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",2,4,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",2,5,0.5,0.5,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",3,1,0.666666666666667,0.666666666666667,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",3,2,0.578947368421053,0.578947368421053,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",3,3,0.588235294117647,0.588235294117647,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",3,4,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",3,5,0.5625,0.5625,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",4,1,0.761904761904762,0.761904761904762,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",4,2,0.736842105263158,0.736842105263158,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",4,3,0.941176470588235,0.941176470588235,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",4,4,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",4,5,0.6875,0.6875,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",5,1,0.761904761904762,0.761904761904762,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",5,2,0.842105263157895,0.842105263157895,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",5,3,0.764705882352941,0.764705882352941,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",5,4,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","rbf_gamma_1_over_p","synthetic_classification_p_gt_n","classification",5,5,0.6875,0.6875,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",1,1,0.428571428571429,0.428571428571429,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",1,2,0.421052631578947,0.421052631578947,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",1,3,0.411764705882353,0.411764705882353,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",1,4,0.470588235294118,0.470588235294118,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",1,5,0.4375,0.4375,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",2,1,0.523809523809524,0.523809523809524,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",2,2,0.631578947368421,0.631578947368421,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",2,3,0.529411764705882,0.529411764705882,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",2,4,0.529411764705882,0.529411764705882,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",2,5,0.5625,0.5625,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",3,1,0.571428571428571,0.571428571428571,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",3,2,0.68421052631579,0.68421052631579,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",3,3,0.588235294117647,0.588235294117647,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",3,4,0.470588235294118,0.470588235294118,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",3,5,0.5625,0.5625,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",4,1,0.714285714285714,0.714285714285714,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",4,2,0.68421052631579,0.68421052631579,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",4,3,0.647058823529412,0.647058823529412,"success",NA
"kernelPLS","rbf_gamma_4_over_p","synthetic_classification_p_gt_n","classification",4,4,0.529411764705882,0.529411764705882,"success",NA
