"scenario_id","design_partition","factor_name","factor_value","task_type","route","backend","svd_method","xprod_requested","xprod_used","requested_oversample","requested_power","rsvd_control_profile","direction_rule","directions_per_solve","candidate_block_refresh","fresh_start","refresh_width","refresh_iterations","effective_oversample","effective_power","n_train","n_test","p","q","class_count","latent_rank","max_ncomp","requested_prefixes","crosscov_mb","median_fit_sec","iqr_fit_sec","median_prediction_sec","iqr_prediction_sec","median_total_sec","iqr_total_sec","median_incremental_rss_mb","median_process_peak_rss_mb","median_gpu_process_peak_mb","median_model_size_mb","median_prediction_relative_error","min_prediction_correlation","min_label_agreement","median_metric_absolute_difference","numerical_failures","completed_runs"
"44_crosscov_mb_16_0","one_factor","crosscov_mb",15.9988403320312,"regression","metal_rsvd_explicit","metal","rsvd","explicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,2097,NA,20,10,1,15.9988403320312,1.403,0.0375000000000001,0.0140000000000002,0.00150000000000005,1.417,0.0389999999999999,148.35925,476.453,NA,16.6345825195312,3.35861553972406e-05,0.999999999435935,NA,3.49779490704805e-07,0,3
"44_crosscov_mb_16_0","one_factor","crosscov_mb",15.9988403320312,"regression","metal_rsvd_implicit","metal","rsvd","implicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,2097,NA,20,10,1,15.9988403320312,1.402,0.012,0.0150000000000001,0.002,1.415,0.0109999999999999,204.437875,534.516,NA,16.6345825195312,3.35861553972406e-05,0.999999999435935,NA,3.49779490704805e-07,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,1500,300,1000,4194,NA,20,10,1,31.9976806640625,4.051,0.0195000000000007,0.38,0.002,4.434,0.0190000000000001,114.093375,530.109,NA,32.4537887573242,0,1,NA,0,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cpu_rsvd_auto","cpu","rsvd","auto","FALSE",NA,NA,"high_response_stable","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,48,6,1500,300,1000,4194,NA,20,10,1,31.9976806640625,21.833,0.0484999999999971,0.381999999999998,0.001999999999997,22.215,0.0504999999999995,111.671625,522.281,NA,32.4588928222656,2.11594613583526e-05,0.999999999776175,NA,9.12164359601064e-08,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cpu_rsvd_explicit","cpu","rsvd","explicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,4194,NA,20,10,1,31.9976806640625,13.284,0.073500000000001,0.381,5e-04,13.665,0.0730000000000004,109.26575,523.172,NA,32.4588775634766,2.11594613533662e-05,0.999999999776175,NA,9.12164359601064e-08,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","cpu_rsvd_implicit","cpu","rsvd","implicit","TRUE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,4194,NA,20,10,1,31.9976806640625,21.107,0.0529999999999973,0.379999999999999,0.000999999999999501,21.487,0.0519999999999996,35.859,449.609,NA,32.4591674804688,2.11594613539533e-05,0.999999999776174,NA,9.12164358490841e-08,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","metal_rsvd_auto","metal","rsvd","auto","FALSE",NA,NA,"high_response_stable","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,48,6,1500,300,1000,4194,NA,20,10,1,31.9976806640625,3.427,0.0500000000000003,0.0220000000000002,0.0019999999999998,3.448,0.0484999999999998,294.093625,710.953,NA,32.9694137573242,2.12630894413744e-05,0.999999999772583,NA,9.43066361669409e-08,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","metal_rsvd_explicit","metal","rsvd","explicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,4194,NA,20,10,1,31.9976806640625,2.283,0.0119999999999996,0.0209999999999999,0.00249999999999995,2.303,0.00999999999999979,285.4065,707.594,NA,32.9693984985352,2.12589785145406e-05,0.999999999768601,NA,9.44924710699624e-08,0,3
"45_crosscov_mb_32_0","one_factor","crosscov_mb",31.9976806640625,"regression","metal_rsvd_implicit","metal","rsvd","implicit","FALSE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,4194,NA,20,10,1,31.9976806640625,2.282,0.0234999999999999,0.0220000000000002,0.0009999999999999,2.304,0.0245000000000002,261.14025,680.234,NA,32.9693984985352,2.12589785145406e-05,0.999999999768601,NA,9.44924710699624e-08,0,3
"46_crosscov_mb_64_0","one_factor","crosscov_mb",64.0029907226562,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,1500,300,1000,8389,NA,20,10,1,64.0029907226562,7.287,0.051499999999999,0.76,0.00399999999999956,8.047,0.0555000000000003,229.20325,829.594,NA,64.8111572265625,0,1,NA,0,0,3
"46_crosscov_mb_64_0","one_factor","crosscov_mb",64.0029907226562,"regression","cpu_rsvd_auto","cpu","rsvd","auto","TRUE",NA,NA,"high_response_stable","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,48,6,1500,300,1000,8389,NA,20,10,1,64.0029907226562,66.83,0.330500000000001,0.763000000000005,0.00399999999999745,67.593,0.334500000000006,84.06225,683.656,NA,64.8165512084961,1.21003742442596e-05,0.999999999926817,NA,1.23409530372598e-08,0,3
