"run_id","package_version","source_archive_sha256","cpu_profile","requested_blas_threads","reported_blas_threads","loaded_blas_library","scenario_id","design_partition","factor_name","factor_value","factor_label","task_type","method","route","backend","svd_method","xprod_requested","xprod_used","precision","n_train","n_test","p","q","class_count","latent_rank","max_ncomp","requested_prefixes","crosscov_mb","replicate","data_seed","fit_seed","oversample","power","rsvd_control_profile","rsvd_case_audit_available","rsvd_case_audit_certified","rsvd_deterministic_fallbacks","rsvd_audit_max_attempts","rsvd_effective_oversample","rsvd_effective_power","rsvd_max_triplet_residual","rsvd_max_omitted_direction_ratio","direction_rule","directions_per_solve","candidate_block_refresh","fresh_start","refresh_width","refresh_iterations","baseline_rss_mb","rss_after_fit_mb","rss_after_prediction_mb","process_peak_rss_mb","incremental_peak_rss_mb","gpu_process_peak_mb","gpu_total_baseline_mb","gpu_total_peak_mb","gpu_total_incremental_mb","fit_sec","prediction_sec","total_sec","model_size_mb","input_size_mb","rmsd","q2","accuracy","prediction_relative_error","prediction_correlation","label_agreement","score_relative_error","score_correlation","metric_absolute_difference","numerical_status","status","warnings","error"
"08_ncomp_40__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","08_ncomp_40","one_factor","ncomp",40,40,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,500,100,NA,100,40,1,0.3814697265625,1,10008,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,238.03125,249.890625,249.984375,249.891,11.85975,NA,NA,NA,NA,0.745,0.0069999999999999,0.752,0.59063720703125,10.9876251220703,0.601126217632314,0.645694991242951,NA,0.00183126304150426,0.999998323156293,NA,NA,NA,1.47856432020088e-06,"within_tolerance","success",NA,NA
"08_ncomp_40__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","08_ncomp_40","one_factor","ncomp",40,40,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,500,100,NA,100,40,1,0.3814697265625,1,10008,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,243.9375,272.03125,272.125,278.094,34.1565,NA,NA,NA,NA,0.712,0.00800000000000001,0.72,1.38390350341797,10.9876251220703,0.601124786984183,0.645696677694751,NA,9.20978407555567e-05,0.999999995758811,NA,NA,NA,4.79161891275837e-08,"within_tolerance","success",NA,NA
"03_p_100__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","03_p_100","one_factor","p",100,100,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,100,100,NA,30,20,1,0.0762939453125,1,10003,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,212.359375,217.703125,217.78125,217.703,5.343625,NA,NA,NA,NA,0.0219999999999999,0.002,0.0239999999999999,0.121681213378906,3.66340637207031,0.359013492828977,0.871591281714988,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"03_p_100__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","03_p_100","one_factor","p",100,100,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,100,100,NA,30,20,1,0.0762939453125,1,10003,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,210.984375,214.734375,214.828125,214.906,3.92162500000001,NA,NA,NA,NA,0.0770000000000001,0.002,0.0790000000000001,0.12677001953125,3.66340637207031,0.359013490929389,0.871591283073842,NA,1.26459892411301e-06,0.999999999999198,NA,NA,NA,1.89958798690881e-09,"within_tolerance","success",NA,NA
"03_p_100__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","03_p_100","one_factor","p",100,100,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,100,100,NA,30,20,1,0.0762939453125,1,10003,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,215.25,227.125,227.25,227.359,12.109,NA,NA,NA,NA,0.164,0.016,0.18,0.462272644042969,3.66340637207031,0.359013485135491,0.871591287218461,NA,1.30901073151202e-06,0.999999999999149,NA,NA,NA,7.69348584839236e-09,"within_tolerance","success",NA,NA
"04_p_1000__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","04_p_1000","one_factor","p",1000,1000,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,1000,100,NA,30,20,1,0.762939453125,1,10004,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,251.640625,267.703125,267.78125,267.766,16.125375,NA,NA,NA,NA,0.174,0.014,0.188,0.959388732910156,20.1428985595703,0.676680061543369,0.554538562166924,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"04_p_1000__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","04_p_1000","one_factor","p",1000,1000,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,1000,100,NA,30,20,1,0.762939453125,1,10004,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,248.265625,264.1875,264.359375,264.344,16.078375,NA,NA,NA,NA,0.802,0.0129999999999999,0.815,0.9644775390625,20.1428985595703,0.676680121366248,0.554538483403592,NA,1.42664285429552e-05,0.99999999989824,NA,NA,NA,5.98228793169397e-08,"within_tolerance","success",NA,NA
"04_p_1000__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","04_p_1000","one_factor","p",1000,1000,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,1000,100,NA,30,20,1,0.762939453125,1,10004,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,253.296875,289,301.296875,295.531,42.234125,NA,NA,NA,NA,0.635,0.00800000000000001,0.643,1.43730926513672,20.1428985595703,0.676680114212452,0.554538492822344,NA,1.44605467992925e-05,0.999999999895459,NA,NA,NA,5.2669082539758e-08,"within_tolerance","success",NA,NA
"09_prefix_count_1__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","09_prefix_count_1","one_factor","prefix_count",1,1,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,400,100,NA,30,1,1,0.30517578125,1,10009,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,228.671875,241.609375,241.6875,241.672,13.000125,NA,NA,NA,NA,0.033,0.00599999999999989,0.0389999999999999,0.328422546386719,9.15657043457031,0.968517581618575,0.0596853798804081,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"09_prefix_count_1__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","09_prefix_count_1","one_factor","prefix_count",1,1,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,30,1,1,0.30517578125,1,10009,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,234.203125,247.25,248.59375,248.594,14.390875,NA,NA,NA,NA,0.045,0.006,0.051,0.333511352539062,9.15657043457031,0.968517566622216,0.0596854089997474,NA,2.46400063909512e-05,0.999999999696653,NA,NA,NA,1.49963588214064e-08,"within_tolerance","success",NA,NA
"09_prefix_count_1__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","09_prefix_count_1","one_factor","prefix_count",1,1,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,30,1,1,0.30517578125,1,10009,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,232.78125,251.96875,252,253.844,21.06275,NA,NA,NA,NA,0.044,0.01,0.054,0.352401733398438,9.15657043457031,0.968517566482388,0.0596854092712513,NA,2.45072930804934e-05,0.999999999699918,NA,NA,NA,1.51361868594435e-08,"within_tolerance","success",NA,NA
"10_prefix_count_10__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","10_prefix_count_10","one_factor","prefix_count",10,10,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,400,100,NA,30,20,10,0.30517578125,1,10010,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,228.484375,242.90625,242.984375,242.984,14.499625,NA,NA,NA,NA,0.0730000000000001,0.048,0.121,3.14848327636719,9.15657043457031,0.529238829911983,0.711786949562157,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"10_prefix_count_10__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","10_prefix_count_10","one_factor","prefix_count",10,10,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,30,20,10,0.30517578125,1,10010,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,230.765625,251.640625,251.734375,251.734,20.968375,NA,NA,NA,NA,0.311,0.049,0.36,3.15357208251953,9.15657043457031,0.529238837980874,0.711786940773834,NA,2.6898388819049e-06,0.99999999999638,NA,NA,NA,8.06889099980168e-09,"within_tolerance","success",NA,NA
"10_prefix_count_10__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","10_prefix_count_10","one_factor","prefix_count",10,10,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,30,20,10,0.30517578125,1,10010,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,230.359375,259.828125,259.890625,260.047,29.687625,NA,NA,NA,NA,0.355,0.02,0.375,3.67197418212891,9.15657043457031,0.529238846400979,0.71178693160299,NA,2.6839609922536e-06,0.999999999996391,NA,NA,NA,1.64889967235737e-08,"within_tolerance","success",NA,NA
"05_q_25__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","05_q_25","one_factor","q",25,25,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,400,25,NA,30,20,1,0.0762939453125,1,10005,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,228.40625,236.140625,236.234375,236.156,7.74975000000001,NA,NA,NA,NA,0.03,0.002,0.032,0.160018920898438,7.78327941894531,0.379412742350778,0.859567903702025,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"05_q_25__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","05_q_25","one_factor","q",25,25,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,400,25,NA,30,20,1,0.0762939453125,1,10005,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,226.515625,233.546875,233.625,233.547,7.031375,NA,NA,NA,NA,0.098,0.002,0.1,0.165107727050781,7.78327941894531,0.379412700682153,0.859567934547653,NA,1.5430651273344e-06,0.99999999999881,NA,NA,NA,4.16686248283504e-08,"within_tolerance","success",NA,NA
"05_q_25__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","05_q_25","one_factor","q",25,25,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,400,25,NA,30,20,1,0.0762939453125,1,10005,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,228.796875,248.15625,248.1875,250.172,21.375125,NA,NA,NA,NA,0.187,0.006,0.193,0.534942626953125,7.78327941894531,0.379412734890621,0.859567909224483,NA,1.45146794318999e-06,0.999999999998947,NA,NA,NA,7.46015693664503e-09,"within_tolerance","success",NA,NA
"06_q_500__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","06_q_500","one_factor","q",500,500,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,400,500,NA,30,20,1,1.52587890625,1,10006,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,259.359375,290.609375,290.734375,290.719,31.359625,NA,NA,NA,NA,0.305,0.0249999999999999,0.33,1.68570709228516,16.4807891845703,0.605655952325667,0.649126191145255,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"06_q_500__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","06_q_500","one_factor","q",500,500,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,400,500,NA,30,20,1,1.52587890625,1,10006,124,NA,NA,"high_response_stable",FALSE,NA,NA,NA,48,6,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,265.578125,296.8125,296.890625,296.875,31.296875,NA,NA,NA,NA,2.14,0.0260000000000002,2.166,1.69081115722656,16.4807891845703,0.605656237664592,0.649125860535181,NA,9.54135256946445e-06,0.999999999954526,NA,NA,NA,2.85338924266298e-07,"within_tolerance","success",NA,NA
"06_q_500__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","06_q_500","one_factor","q",500,500,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,400,500,NA,30,20,1,1.52587890625,1,10006,124,NA,NA,"high_response_stable",FALSE,NA,NA,NA,48,6,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,264.890625,339.171875,339.171875,342.109,77.218375,NA,NA,NA,NA,1.311,0.00700000000000012,1.318,2.13312530517578,16.4807891845703,0.605656233120553,0.649125865800172,NA,9.52548713233772e-06,0.999999999954624,NA,NA,NA,2.8079488567645e-07,"within_tolerance","success",NA,NA
"11_rank_5__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","11_rank_5","one_factor","rank",5,5,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,400,100,NA,5,5,1,0.30517578125,1,10011,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,229.84375,243.078125,243.15625,243.156,13.31225,NA,NA,NA,NA,0.036,0.006,0.042,0.343681335449219,9.15657043457031,0.442421035993419,0.807957802207731,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"11_rank_5__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","11_rank_5","one_factor","rank",5,5,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,5,5,1,0.30517578125,1,10011,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,233.765625,242.453125,242.578125,242.547,8.781375,NA,NA,NA,NA,0.101,0.006,0.107,0.348770141601562,9.15657043457031,0.442421035993419,0.807957802207731,NA,1.38960404874862e-15,1,NA,NA,NA,5.55111512312578e-17,"within_tolerance","success",NA,NA
"11_rank_5__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","11_rank_5","one_factor","rank",5,5,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,5,5,1,0.30517578125,1,10011,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,237.3125,256.6875,256.71875,258.812,21.4995,NA,NA,NA,NA,0.101,0.003,0.104,0.443954467773438,9.15657043457031,0.442421030104426,0.807957807320215,NA,2.11628247643248e-07,0.999999999999973,NA,NA,NA,5.88899295994594e-09,"within_tolerance","success",NA,NA
"12_rank_40__cpu_irlba_explicit__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","12_rank_40","one_factor","rank",40,40,"regression","simpls","cpu_irlba_explicit","cpu","irlba","explicit",FALSE,"float64",2000,400,400,100,NA,40,5,1,0.30517578125,1,10012,124,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fresh_per_component",1,FALSE,TRUE,NA,NA,233.125,246.015625,246.09375,246.016,12.891,NA,NA,NA,NA,0.043,0.005,0.048,0.343681335449219,9.15657043457031,0.860590052501842,0.249810542461053,NA,0,1,NA,NA,NA,0,"deterministic_reference","success",NA,NA
"12_rank_40__cpu_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","12_rank_40","one_factor","rank",40,40,"regression","simpls","cpu_rsvd_auto","cpu","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,40,5,1,0.30517578125,1,10012,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,230,237.390625,237.46875,237.391,7.39099999999999,NA,NA,NA,NA,0.101,0.006,0.107,0.348770141601562,9.15657043457031,0.860590020477873,0.249810598292612,NA,5.45700909643959e-06,0.999999999985115,NA,NA,NA,3.20239691431468e-08,"within_tolerance","success",NA,NA
"12_rank_40__metal_rsvd_auto__rep1","0.99.39",NA,"reference_1",1,1,"/Library/Frameworks/R.framework/Versions/4.6/Resources/lib/libRblas.0.dylib","12_rank_40","one_factor","rank",40,40,"regression","simpls","metal_rsvd_auto","metal","rsvd","auto",FALSE,"float64",2000,400,400,100,NA,40,5,1,0.30517578125,1,10012,124,NA,NA,"ordinary_fast",FALSE,NA,NA,NA,32,5,NA,NA,"fresh_oversampled_sketch_per_component",1,FALSE,TRUE,NA,NA,236.515625,256.546875,256.609375,259.453,22.937375,NA,NA,NA,NA,0.105,0.006,0.111,0.443954467773438,9.15657043457031,0.860590026427909,0.249810587919127,NA,3.46392921866796e-06,0.999999999994005,NA,NA,NA,2.60739330126825e-08,"within_tolerance","success",NA,NA
