"package_version","workload","task","method","svd_method","precision","requested_cores","active_openblas_threads","replicate","n_train","n_test","p","q","ncomp","rsvd_oversample","rsvd_power","seed","elapsed_sec","metric_name","metric_value","prediction_signature"
"0.99.39","sample-rich classification","classification","SIMPLS","rSVD","float64",1,1,1,12000,3000,768,50,40,32,5,8127,0.344,"accuracy",0.189666666666667,"22|18|38|41|46|2|46|22|41|46|13|24|4|16|13|23|44|33|19|38|46|41|25|35|19|35|19|19|22|41|33|33|43|37|4|41|33|22|13|33|41|13|41|13|46|41|4|22|2|4|13|43|22|18|43|41|46|33|33|41|25|46|22|41|33|22|41|2|19|47|19|43|4|41|25|13|27|12|43|41|46|41|4|21|4|13|41|33|41|41|19|4|22|2|35|1|33|21|41|12|4|12|33|21|22|33|4|22|33|13|12|43|41|33|2|46|33|12|38|2|12|33|3|2|41|46|41|35|46|37|4|4|1|46|22|4|37|18|13|36|19|22|17|46|7|41|33|4|4|2|25|25|19|7|41|35|13|46|12|41|41|43|41|4|4|41|2|46|46|46|13|12|22|41|13|24|41|22|41|13|46|22|46|21|4|7|41|46|33|41|2|4|19|41|41|2|41|35|6|12|22|41|2|7|41|35|46|22|41|22|46|2|4|46|4|19|37|33|41|25|46|24|12|19|13|41|19|37|13|2|2|46|2|41|3|22|41|41|41|2|44|16|46|33|2|12|19|19|46|41|22|38|13|6|3|33|2|13|41|13|46|46|41|41|1|43|33|46|22|24|2|3|19|21|46|41|22|33|22|16|41|12|13|46|12|4|41|43|33|4|46|7|41|4|2|12|24|37|43|41|46|4|13|41|41|12|13|41|19|41|41|41|33|22|22|41|2|13|19|22|4|33|22|12|33|41|38|12|22|22|35|4|41|25|12|21|19|24|35|4|41|22|24|37|24|37|25|41|40|41|19|46|46|33|13|4|41|2|41|2|41|46|19|41|12|22|12|41|24|12|46|13|19|4|13|19|41|33|46|27|21|4|41|4|18|12|19|4|46|47|46|41|35|16|41|4|41|25|4|19|29|3|12|41|35|13|2|7|24|21|19|3|19|2|33|3|33|13|6|13|43|46|38|12|33|4|15|41|41|43|33|41|35|2|35|46|41|13|13|22|41|3|43|4|19|33|41|46|22|25|33|4|41|41|2|4|12|13|22|33|2|21|1|41|45|22|21|46|41|19|21|41|24|46|46|43|12|19|46|41|4|13|19|35|46|38|41|41|41|33|41|46|21|12|13|33|22|7|43|41|2|33|38|27|33|21|41|46|19|22|33|19|3|27|33|41|41|41|6|46|12|24|12|35|4|13|2|4|41|33|33|1|41|2|46|46|41|4|4|21|24|41|19|33|13|41|33|13|2|41|21|35|33|41|22|37|19|2|12|41|22|2|33|24|41|41|13|24|4|24|6|2|13|37|41|12|31|12|19|33|43|12|41|22|18|41|46|43|33|4|12|41|41|24|13|35|12|22|7|15|43|46|24|33|2|46|41|25|31|12|33|41|38|33|41|46|46|25|2|12|3|46|3|7|46|44|18|12|8|41|22|41|41|12|33|41|8|46|37|25|19|33|41|37|41|41|12|37|15|27|41|43|24|37|41|27|22|5|22|41|46|46|13|37|46|43|13|43|19|24|33|12|43|4|19|41|33|4|41|13|41|22|41|12|4|41|33|13|19|46|22|19|41|22|41|19|4|46|33|12|19|33|12|46|22|35|41|24|4|41|41|22|19|41|41|22|41|46|41|19|2|19|41|37|41|22|33|2|41|12|41|22|41|16|22|44|37|7|12|46|22|47|2|19|16|41|4|41|33|8|19|35|35|41|46|33|38|13|2|24|41|41|13|2|41|33|3|22|33|16|41|41|4|1|4|25|33|46|4|22|41|41|4|12|46|19|13|2|46|41|13|4|22|22|41|25|41|35|33|19|3|22|12|3|35|33|21|12|22|12|21|13|25|22|41|46|4|43|7|22|2|43|22|41|1|22|22|18|13|12|16|33|33|33|44|2|4|41|19|2|43|7|46|12|33|41|12|43|3|41|33|43|12|6|33|41|3|19|13|46|33|33|19|41|41|3|12|25|4|33|41|41|33|22|41|22|4|3|43|4|37|12|12|41|1|37|27|46|33|22|2|19|41|2|35|33|19|33|13|41|44|46|4|41|13|21|41|41|43|41|41|38|41|43|41|4|13|4|19|41|46|46|1|22|13|12|37|33|46|41|13|4|46|22|43|33|38|22|24|43|24|33|43|3|46|43|46|21|6|35|46|13|35|13|24|2|22|2|43|41|24|21|39|21|21|41|46|41|46|33|33|41|41|46|4|22|7|22|46|41|25|46|4|4|19|1|22|13|46|46|37|46|35|3|38|19|24|2|1|41|41|19|16|41|46|4|41|13|13|44|41|43|41|33|41|33|12|19|13|2|22|41|41|19|41|12|41|22|19|41|19|3|13|33|25|41|22|22|41|41|43|33|41|13|2|41|19|38|46|21|33|25|41|4|22|41|41|46|41|2|41|13|21|19|43|3|32|22|13|22|46|19|2|41|37|46|12|33|25|13|25|22|41|35|33|33|46|46|22|12|35|13|19|22|4|41|33|19|4|3|41|21|4|12|46|41|21|12|38|33|16|43|33|12|4|41|43|21|33|44|35|35|4|33|13|41|41|33|4|33|41|18|12|19|22|22|13|41|1|33|12|46|37|2|35|41|41|37|41|43|18|38|33|22|33|19|12|35|35|41|2|3|37|43|12|33|13|18|41|41|2|19|3|19|41|43|6|13|37|46|15|33|19|46|4|41|22|41|40|2|22|41|13|33|12|4|41|33|35|41|22|2|12|13|41|41|4|4|35|41|33|33|2|41|13|1|46|41|35|4|33|41|41|3|4|4|33|12|33|41|24|33|41|12|41|33|22|33|3|35|12|12|4|3|41|41|46|33|22|46|41|33|41|33|41|19|29|36|33|22|46|35|33|12|13|41|12|18|22|25|12|27|33|4|41|33|7|46|41|19|22|38|46|43|31|24|37|2|22|3|43|46|46|12|2|35|36|33|46|37|3|37|2|41|12|33|13|36|43|12|22|41|25|33|33|19|41|41|46|4|37|41|25|33|33|2|12|24|22|41|41|22|4|22|38|22|4|41|4|37|41|41|33|46|12|12|13|33|33|21|38|41|12|6|37|41|41|41|41|4|43|2|46|4|12|41|1|41|44|33|12|12|22|19|4|27|43|24|46|22|35|3|4|13|13|22|41|41|22|46|4|12|41|2|46|4|16|22|2|41|43|25|33|22|12|4|7|35|2|38|4|33|25|41|12|13|22|13|12|33|22|22|41|19|41|13|37|22|41|46|4|3|46|43|2|29|46|2|13|2|33|12|3|33|43|22|25|13|33|13|25|33|21|25|13|19|4|22|12|46|46|12|46|13|41|13|41|33|41|4|13|35|22|12|2|46|35|41|41|4|41|4|4|35|37|46|2|2|35|4|41|21|46|25|37|33|16|46|41|22|22|25|33|13|13|46|41|33|25|41|13|22|13|24|12|46|46|12|46|15|25|2|41|2|38|2|13|33|37|13|19|41|19|41|46|41|41|41|3|46|19|7|33|4|12|13|13|22|13|12|22|12|46|41|33|12|46|33|37|46|43|12|22|4|41|33|33|16|13|4|1|46|22|46|41|33|41|46|13|22|41|35|36|19|25|13|41|41|35|4|35|2|41|7|19|4|41|12|44|4|41|46|7|43|16|46|35|41|35|4|19|46|3|22|41|12|13|46|46|12|22|22|41|46|38|6|19|44|12|33|19|33|41|46|12|2|41|13|13|41|46|13|33|33|3|4|46|41|37|41|22|43|33|46|12|41|12|33|19|46|19|6|25|4|13|13|43|4|25|19|19|41|41|41|1|6|46|35|41|46|13|41|46|33|22|47|33|13|35|38|41|22|22|24|18|12|13|46|38|22|33|33|41|46|13|4|4|19|35|2|4|24|27|41|41|43|25|4|19|46|41|35|41|12|41|43|12|25|19|24|41|2|24|7|13|19|19|12|33|22|41|13|33|43|37|24|33|12|41|37|12|13|13|43|46|35|31|33|15|20|23|19|6|41|24|41|41|12|41|4|12|18|13|43|2|2|4|33|2|4|33|18|33|6|15|33|41|19|43|4|13|33|2|37|41|13|7|13|46|4|41|33|21|21|12|3|22|41|33|22|19|46|46|46|41|41|4|2|41|2|2|41|41|43|19|41|37|4|19|12|13|41|41|41|12|19|22|33|2|4|12|46|41|33|13|19|41|46|7|41|43|13|19|4|12|22|33|41|35|4|33|38|13|13|13|46|4|33|13|46|33|41|13|19|33|41|41|33|19|33|44|41|41|41|41|22|33|12|41|3|46|13|13|41|35|41|4|43|25|43|41|33|33|33|3|25|46|13|46|35|33|19|15|19|22|22|3|13|41|46|35|7|46|4|25|41|4|33|46|24|21|4|41|21|37|41|41|22|35|43|41|25|2|41|3|41|13|19|2|13|46|25|4|22|33|2|1|4|43|33|41|2|46|41|4|7|35|2|41|46|19|22|22|2|3|33|22|27|19|41|46|33|41|46|19|41|22|2|35|19|13|4|3|22|22|12|19|41|37|43|2|41|41|46|41|44|22|41|21|33|12|41|37|41|33|41|12|12|3|22|41|41|25|41|12|35|13|22|37|41|13|36|7|4|22|3|43|2|2|33|12|33|43|7|46|4|37|19|19|35|21|13|22|41|37|33|41|41|43|4|35|4|41|41|33|22|37|12|21|46|4|12|18|13|41|33|12|22|25|25|4|41|2|33|12|19|41|43|33|5|35|13|41|22|41|41|25|37|46|19|13|35|46|13|19|37|46|46|2|13|41|2|46|46|41|13|46|18|41|41|25|43|46|12|22|19|22|19|13|3|33|12|13|3|13|32|2|21|19|33|12|41|22|21|12|4|4|4|19|43|4|38|4|2|46|41|22|19|33|21|18|41|3|4|22|18|4|2|12|41|46|7|41|12|41|16|13|46|33|12|6|46|12|19|44|33|43|4|41|33|19|41|4|22|41|41|4|12|22|2|4|41|7|41|3|13|6|4|46|35|37|41|2|19|12|43|44|21|19|43|7|33|46|22|37|33|24|13|35|37|41|46|41|37|3|36|12|12|13|13|4|33|22|3|21|12|41|22|41|13|41|21|19|41|7|2|13|46|19|22|41|41|46|33|46|46|46|24|46|3|41|46|1|13|41|41|40|6|38|41|33|3|7|2|46|13|41|12|41|41|12|13|3|41|19|41|22|33|46|37|41|38|38|4|19|19|13|13|44|33|33|37|41|4|22|46|33|12|46|33|41|13|2|18|19|35|4|22|13|33|3|41|3|12|33|12|22|41|41|46|41|41|22|13|12|4|46|13|24|21|2|4|33|4|46|41|16|2|2|24|35|37|19|41|41|33|35|33|2|12|1|4|41|1|13|41|22|22|25|4|13|41|46|41|41|22|22|41|33|41|16|46|46|38|41|12|41|46|4|46|46|12|22|4|19|19|13|33|46|33|19|33|18|21|22|19|24|46|22|19|35|19|19|33|41|22|44|22|41|2|4|4|19|43|13|13|41|33|25|12|35|33|33|46|22|12|13|13|4|41|35|41|41|3|12|46|2|13|46|2|4|41|22|13|22|44|41|33|12|33|13|41|46|35|41|22|41|4|16|19|12|13|19|4|35|38|41|41|13|43|41|12|31|22|41|1|12|33|44|46|4|35|41|4|12|46|19|3|12|19|33|16|13|41|12|2|41|33|25|25|41|41|13|41|44|37|41|13|4|22|41|13|2|46|33|4|2|12|33|22|33|13|41|37|37|25|41|12|37|12|41|19|46|19|12|13|4|25|2|41|21|41|2|13|41|41|46|4|12|19|33|19|24|41|46|27|22|43|25|41|13|41|33|46|2|22|41|41|22|19|41|41|41|46|13|33|46|25|22|25|27|25|46|36|41|41|3|46|19|46|22|38|37|46|27|4|41|13|18|13|19|2|38|2|41|17|19|13|3|12|13|4|35|3|41|35|41|17|25|13|43|13|6|37|46|46|41|3|44|22|24|12|24|4|12|38|33|33|4|41|13|41|41|2|41|41|3|22|41|7|1|27|4|21|19|41|41|41|13|3|12|33|41|2|31|4|22|43|33|43|12|46|22|22|16|41|41|46|22|33|41|4|35|33|12|41|22|4|41|22|13|22|41|46|13|21|35|12|41|33|22|33|41|27|2|37|13|25|46|37|41|2|12|41|13|22|13|22|22|2|4|41|13|46|12|43|33|43|37|13|25|41|2|41|41|17|47|3|33|22|33|41|33|35|33|22|22|41|36|41|33|44|41|25|46|33|22|35|41|35|37|46|33|4|35|41|46|4|22|41|13|41|4|13|46|6|37|7|33|41|41|13|41|12|33|35|33|4|4|33|35|21|46|7|12|41|33|13|13|12|2|43|41|43|2|1|7|41|41|46|35|13|41|33|2|33|46|21|4|46|22|22|41|22|41|46|22|12|37|12|46|12|21|43|13|25|2|33|41|46|21|19|7|33|22|41|12|13|37|19|35|41|41|22|1|12|12|41|41|2|19|12|4|46|22|46|13|41|4|41|43|21|38|22|13|46|13|25|19|22|33|37|13|12|3|33|41|43|41|7|24|19|22|12|37|22|22|13|6|25|22|35|47|3|46|46|43|13|2|22|25|22|4|46|46|33|21|37|19|38|41|41|12|41|3|19|27|22|41|24|41|37|21|4|12|41|13|44|35|12|43|18|25|25|41|41|19|46|12|2|41|41|41|19|41|22|1|19|41|19|22|4|4|7|4|46|12|41|22|41|13|7|4|6|40|22|13|24|46|46"
"0.99.39","sample-rich classification","classification","SIMPLS","rSVD","float64",1,1,2,12000,3000,768,50,40,32,5,8127,0.334,"accuracy",0.189666666666667,"22|18|38|41|46|2|46|22|41|46|13|24|4|16|13|23|44|33|19|38|46|41|25|35|19|35|19|19|22|41|33|33|43|37|4|41|33|22|13|33|41|13|41|13|46|41|4|22|2|4|13|43|22|18|43|41|46|33|33|41|25|46|22|41|33|22|41|2|19|47|19|43|4|41|25|13|27|12|43|41|46|41|4|21|4|13|41|33|41|41|19|4|22|2|35|1|33|21|41|12|4|12|33|21|22|33|4|22|33|13|12|43|41|33|2|46|33|12|38|2|12|33|3|2|41|46|41|35|46|37|4|4|1|46|22|4|37|18|13|36|19|22|17|46|7|41|33|4|4|2|25|25|19|7|41|35|13|46|12|41|41|43|41|4|4|41|2|46|46|46|13|12|22|41|13|24|41|22|41|13|46|22|46|21|4|7|41|46|33|41|2|4|19|41|41|2|41|35|6|12|22|41|2|7|41|35|46|22|41|22|46|2|4|46|4|19|37|33|41|25|46|24|12|19|13|41|19|37|13|2|2|46|2|41|3|22|41|41|41|2|44|16|46|33|2|12|19|19|46|41|22|38|13|6|3|33|2|13|41|13|46|46|41|41|1|43|33|46|22|24|2|3|19|21|46|41|22|33|22|16|41|12|13|46|12|4|41|43|33|4|46|7|41|4|2|12|24|37|43|41|46|4|13|41|41|12|13|41|19|41|41|41|33|22|22|41|2|13|19|22|4|33|22|12|33|41|38|12|22|22|35|4|41|25|12|21|19|24|35|4|41|22|24|37|24|37|25|41|40|41|19|46|46|33|13|4|41|2|41|2|41|46|19|41|12|22|12|41|24|12|46|13|19|4|13|19|41|33|46|27|21|4|41|4|18|12|19|4|46|47|46|41|35|16|41|4|41|25|4|19|29|3|12|41|35|13|2|7|24|21|19|3|19|2|33|3|33|13|6|13|43|46|38|12|33|4|15|41|41|43|33|41|35|2|35|46|41|13|13|22|41|3|43|4|19|33|41|46|22|25|33|4|41|41|2|4|12|13|22|33|2|21|1|41|45|22|21|46|41|19|21|41|24|46|46|43|12|19|46|41|4|13|19|35|46|38|41|41|41|33|41|46|21|12|13|33|22|7|43|41|2|33|38|27|33|21|41|46|19|22|33|19|3|27|33|41|41|41|6|46|12|24|12|35|4|13|2|4|41|33|33|1|41|2|46|46|41|4|4|21|24|41|19|33|13|41|33|13|2|41|21|35|33|41|22|37|19|2|12|41|22|2|33|24|41|41|13|24|4|24|6|2|13|37|41|12|31|12|19|33|43|12|41|22|18|41|46|43|33|4|12|41|41|24|13|35|12|22|7|15|43|46|24|33|2|46|41|25|31|12|33|41|38|33|41|46|46|25|2|12|3|46|3|7|46|44|18|12|8|41|22|41|41|12|33|41|8|46|37|25|19|33|41|37|41|41|12|37|15|27|41|43|24|37|41|27|22|5|22|41|46|46|13|37|46|43|13|43|19|24|33|12|43|4|19|41|33|4|41|13|41|22|41|12|4|41|33|13|19|46|22|19|41|22|41|19|4|46|33|12|19|33|12|46|22|35|41|24|4|41|41|22|19|41|41|22|41|46|41|19|2|19|41|37|41|22|33|2|41|12|41|22|41|16|22|44|37|7|12|46|22|47|2|19|16|41|4|41|33|8|19|35|35|41|46|33|38|13|2|24|41|41|13|2|41|33|3|22|33|16|41|41|4|1|4|25|33|46|4|22|41|41|4|12|46|19|13|2|46|41|13|4|22|22|41|25|41|35|33|19|3|22|12|3|35|33|21|12|22|12|21|13|25|22|41|46|4|43|7|22|2|43|22|41|1|22|22|18|13|12|16|33|33|33|44|2|4|41|19|2|43|7|46|12|33|41|12|43|3|41|33|43|12|6|33|41|3|19|13|46|33|33|19|41|41|3|12|25|4|33|41|41|33|22|41|22|4|3|43|4|37|12|12|41|1|37|27|46|33|22|2|19|41|2|35|33|19|33|13|41|44|46|4|41|13|21|41|41|43|41|41|38|41|43|41|4|13|4|19|41|46|46|1|22|13|12|37|33|46|41|13|4|46|22|43|33|38|22|24|43|24|33|43|3|46|43|46|21|6|35|46|13|35|13|24|2|22|2|43|41|24|21|39|21|21|41|46|41|46|33|33|41|41|46|4|22|7|22|46|41|25|46|4|4|19|1|22|13|46|46|37|46|35|3|38|19|24|2|1|41|41|19|16|41|46|4|41|13|13|44|41|43|41|33|41|33|12|19|13|2|22|41|41|19|41|12|41|22|19|41|19|3|13|33|25|41|22|22|41|41|43|33|41|13|2|41|19|38|46|21|33|25|41|4|22|41|41|46|41|2|41|13|21|19|43|3|32|22|13|22|46|19|2|41|37|46|12|33|25|13|25|22|41|35|33|33|46|46|22|12|35|13|19|22|4|41|33|19|4|3|41|21|4|12|46|41|21|12|38|33|16|43|33|12|4|41|43|21|33|44|35|35|4|33|13|41|41|33|4|33|41|18|12|19|22|22|13|41|1|33|12|46|37|2|35|41|41|37|41|43|18|38|33|22|33|19|12|35|35|41|2|3|37|43|12|33|13|18|41|41|2|19|3|19|41|43|6|13|37|46|15|33|19|46|4|41|22|41|40|2|22|41|13|33|12|4|41|33|35|41|22|2|12|13|41|41|4|4|35|41|33|33|2|41|13|1|46|41|35|4|33|41|41|3|4|4|33|12|33|41|24|33|41|12|41|33|22|33|3|35|12|12|4|3|41|41|46|33|22|46|41|33|41|33|41|19|29|36|33|22|46|35|33|12|13|41|12|18|22|25|12|27|33|4|41|33|7|46|41|19|22|38|46|43|31|24|37|2|22|3|43|46|46|12|2|35|36|33|46|37|3|37|2|41|12|33|13|36|43|12|22|41|25|33|33|19|41|41|46|4|37|41|25|33|33|2|12|24|22|41|41|22|4|22|38|22|4|41|4|37|41|41|33|46|12|12|13|33|33|21|38|41|12|6|37|41|41|41|41|4|43|2|46|4|12|41|1|41|44|33|12|12|22|19|4|27|43|24|46|22|35|3|4|13|13|22|41|41|22|46|4|12|41|2|46|4|16|22|2|41|43|25|33|22|12|4|7|35|2|38|4|33|25|41|12|13|22|13|12|33|22|22|41|19|41|13|37|22|41|46|4|3|46|43|2|29|46|2|13|2|33|12|3|33|43|22|25|13|33|13|25|33|21|25|13|19|4|22|12|46|46|12|46|13|41|13|41|33|41|4|13|35|22|12|2|46|35|41|41|4|41|4|4|35|37|46|2|2|35|4|41|21|46|25|37|33|16|46|41|22|22|25|33|13|13|46|41|33|25|41|13|22|13|24|12|46|46|12|46|15|25|2|41|2|38|2|13|33|37|13|19|41|19|41|46|41|41|41|3|46|19|7|33|4|12|13|13|22|13|12|22|12|46|41|33|12|46|33|37|46|43|12|22|4|41|33|33|16|13|4|1|46|22|46|41|33|41|46|13|22|41|35|36|19|25|13|41|41|35|4|35|2|41|7|19|4|41|12|44|4|41|46|7|43|16|46|35|41|35|4|19|46|3|22|41|12|13|46|46|12|22|22|41|46|38|6|19|44|12|33|19|33|41|46|12|2|41|13|13|41|46|13|33|33|3|4|46|41|37|41|22|43|33|46|12|41|12|33|19|46|19|6|25|4|13|13|43|4|25|19|19|41|41|41|1|6|46|35|41|46|13|41|46|33|22|47|33|13|35|38|41|22|22|24|18|12|13|46|38|22|33|33|41|46|13|4|4|19|35|2|4|24|27|41|41|43|25|4|19|46|41|35|41|12|41|43|12|25|19|24|41|2|24|7|13|19|19|12|33|22|41|13|33|43|37|24|33|12|41|37|12|13|13|43|46|35|31|33|15|20|23|19|6|41|24|41|41|12|41|4|12|18|13|43|2|2|4|33|2|4|33|18|33|6|15|33|41|19|43|4|13|33|2|37|41|13|7|13|46|4|41|33|21|21|12|3|22|41|33|22|19|46|46|46|41|41|4|2|41|2|2|41|41|43|19|41|37|4|19|12|13|41|41|41|12|19|22|33|2|4|12|46|41|33|13|19|41|46|7|41|43|13|19|4|12|22|33|41|35|4|33|38|13|13|13|46|4|33|13|46|33|41|13|19|33|41|41|33|19|33|44|41|41|41|41|22|33|12|41|3|46|13|13|41|35|41|4|43|25|43|41|33|33|33|3|25|46|13|46|35|33|19|15|19|22|22|3|13|41|46|35|7|46|4|25|41|4|33|46|24|21|4|41|21|37|41|41|22|35|43|41|25|2|41|3|41|13|19|2|13|46|25|4|22|33|2|1|4|43|33|41|2|46|41|4|7|35|2|41|46|19|22|22|2|3|33|22|27|19|41|46|33|41|46|19|41|22|2|35|19|13|4|3|22|22|12|19|41|37|43|2|41|41|46|41|44|22|41|21|33|12|41|37|41|33|41|12|12|3|22|41|41|25|41|12|35|13|22|37|41|13|36|7|4|22|3|43|2|2|33|12|33|43|7|46|4|37|19|19|35|21|13|22|41|37|33|41|41|43|4|35|4|41|41|33|22|37|12|21|46|4|12|18|13|41|33|12|22|25|25|4|41|2|33|12|19|41|43|33|5|35|13|41|22|41|41|25|37|46|19|13|35|46|13|19|37|46|46|2|13|41|2|46|46|41|13|46|18|41|41|25|43|46|12|22|19|22|19|13|3|33|12|13|3|13|32|2|21|19|33|12|41|22|21|12|4|4|4|19|43|4|38|4|2|46|41|22|19|33|21|18|41|3|4|22|18|4|2|12|41|46|7|41|12|41|16|13|46|33|12|6|46|12|19|44|33|43|4|41|33|19|41|4|22|41|41|4|12|22|2|4|41|7|41|3|13|6|4|46|35|37|41|2|19|12|43|44|21|19|43|7|33|46|22|37|33|24|13|35|37|41|46|41|37|3|36|12|12|13|13|4|33|22|3|21|12|41|22|41|13|41|21|19|41|7|2|13|46|19|22|41|41|46|33|46|46|46|24|46|3|41|46|1|13|41|41|40|6|38|41|33|3|7|2|46|13|41|12|41|41|12|13|3|41|19|41|22|33|46|37|41|38|38|4|19|19|13|13|44|33|33|37|41|4|22|46|33|12|46|33|41|13|2|18|19|35|4|22|13|33|3|41|3|12|33|12|22|41|41|46|41|41|22|13|12|4|46|13|24|21|2|4|33|4|46|41|16|2|2|24|35|37|19|41|41|33|35|33|2|12|1|4|41|1|13|41|22|22|25|4|13|41|46|41|41|22|22|41|33|41|16|46|46|38|41|12|41|46|4|46|46|12|22|4|19|19|13|33|46|33|19|33|18|21|22|19|24|46|22|19|35|19|19|33|41|22|44|22|41|2|4|4|19|43|13|13|41|33|25|12|35|33|33|46|22|12|13|13|4|41|35|41|41|3|12|46|2|13|46|2|4|41|22|13|22|44|41|33|12|33|13|41|46|35|41|22|41|4|16|19|12|13|19|4|35|38|41|41|13|43|41|12|31|22|41|1|12|33|44|46|4|35|41|4|12|46|19|3|12|19|33|16|13|41|12|2|41|33|25|25|41|41|13|41|44|37|41|13|4|22|41|13|2|46|33|4|2|12|33|22|33|13|41|37|37|25|41|12|37|12|41|19|46|19|12|13|4|25|2|41|21|41|2|13|41|41|46|4|12|19|33|19|24|41|46|27|22|43|25|41|13|41|33|46|2|22|41|41|22|19|41|41|41|46|13|33|46|25|22|25|27|25|46|36|41|41|3|46|19|46|22|38|37|46|27|4|41|13|18|13|19|2|38|2|41|17|19|13|3|12|13|4|35|3|41|35|41|17|25|13|43|13|6|37|46|46|41|3|44|22|24|12|24|4|12|38|33|33|4|41|13|41|41|2|41|41|3|22|41|7|1|27|4|21|19|41|41|41|13|3|12|33|41|2|31|4|22|43|33|43|12|46|22|22|16|41|41|46|22|33|41|4|35|33|12|41|22|4|41|22|13|22|41|46|13|21|35|12|41|33|22|33|41|27|2|37|13|25|46|37|41|2|12|41|13|22|13|22|22|2|4|41|13|46|12|43|33|43|37|13|25|41|2|41|41|17|47|3|33|22|33|41|33|35|33|22|22|41|36|41|33|44|41|25|46|33|22|35|41|35|37|46|33|4|35|41|46|4|22|41|13|41|4|13|46|6|37|7|33|41|41|13|41|12|33|35|33|4|4|33|35|21|46|7|12|41|33|13|13|12|2|43|41|43|2|1|7|41|41|46|35|13|41|33|2|33|46|21|4|46|22|22|41|22|41|46|22|12|37|12|46|12|21|43|13|25|2|33|41|46|21|19|7|33|22|41|12|13|37|19|35|41|41|22|1|12|12|41|41|2|19|12|4|46|22|46|13|41|4|41|43|21|38|22|13|46|13|25|19|22|33|37|13|12|3|33|41|43|41|7|24|19|22|12|37|22|22|13|6|25|22|35|47|3|46|46|43|13|2|22|25|22|4|46|46|33|21|37|19|38|41|41|12|41|3|19|27|22|41|24|41|37|21|4|12|41|13|44|35|12|43|18|25|25|41|41|19|46|12|2|41|41|41|19|41|22|1|19|41|19|22|4|4|7|4|46|12|41|22|41|13|7|4|6|40|22|13|24|46|46"
