"run_id","experiment","dataset","task_type","method","backend_requested","backend_reported","prediction_backend","svd_method","classifier","precision","ncomp","n_train","n_test","p","q","seed","replicate","requested_oversample","requested_power","control_profile","oversample","power","direction_rule","directions_per_solve","refresh_width","refresh_iterations","fresh_start","kernel","north","fit_sec","prediction_sec","total_sec","baseline_rss_mb","rss_after_fit_mb","rss_after_prediction_mb","peak_rss_mb","incremental_peak_rss_mb","metric_name","metric_value","accuracy","q2","rmsd","prediction_checksum","prediction_length","status","warnings","error","package_version"
"component_path__cbmc_citeseq__plssvd__k10__cpu__r3","current_release_component_path","cbmc_citeseq","regression","plssvd","cpu","cpu","cpu_flash","rsvd","argmax","float64",10,7755,862,1000,10,1003,3,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.131,0.005,0.136,285.828125,345.890625,352.5625,352.78125,66.953125,"rmsd",1096.50042330597,NA,0.470082959556205,1096.50042330597,2368212056.68359,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__plssvd__k10__cpu__r4","current_release_component_path","cbmc_citeseq","regression","plssvd","cpu","cpu","cpu_flash","rsvd","argmax","float64",10,7755,862,1000,10,1004,4,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.125,0.005,0.13,287.90625,347.96875,354.640625,354.6875,66.78125,"rmsd",1096.50042330597,NA,0.470082959556205,1096.50042330597,2368212056.68359,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__plssvd__k10__cpu__r5","current_release_component_path","cbmc_citeseq","regression","plssvd","cpu","cpu","cpu_flash","rsvd","argmax","float64",10,7755,862,1000,10,1005,5,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.132,0.005,0.137,286.203125,346.296875,352.96875,353.046875,66.84375,"rmsd",1096.50042330597,NA,0.470082959556205,1096.50042330597,2368212056.68359,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__plssvd__k10__metal__r1","current_release_component_path","cbmc_citeseq","regression","plssvd","metal","metal","metal","rsvd","argmax","float64",10,7755,862,1000,10,1001,1,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.231,0.019,0.25,286.9375,414,440.578125,473.375,186.4375,"rmsd",1096.50040684303,NA,0.470082975468634,1096.50040684303,2368211345.79998,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__plssvd__k10__metal__r2","current_release_component_path","cbmc_citeseq","regression","plssvd","metal","metal","metal","rsvd","argmax","float64",10,7755,862,1000,10,1002,2,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.221,0.014,0.235,291.609375,395.15625,428.453125,453.515625,161.90625,"rmsd",1096.50040684303,NA,0.470082975468634,1096.50040684303,2368211345.79998,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__plssvd__k10__metal__r3","current_release_component_path","cbmc_citeseq","regression","plssvd","metal","metal","metal","rsvd","argmax","float64",10,7755,862,1000,10,1003,3,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.208,0.014,0.222,289.453125,416.96875,437,476.40625,186.953125,"rmsd",1096.50040684303,NA,0.470082975468634,1096.50040684303,2368211345.79998,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__plssvd__k10__metal__r4","current_release_component_path","cbmc_citeseq","regression","plssvd","metal","metal","metal","rsvd","argmax","float64",10,7755,862,1000,10,1004,4,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.203,0.015,0.218,290.09375,390.515625,416.359375,451.171875,161.078125,"rmsd",1096.50040684303,NA,0.470082975468634,1096.50040684303,2368211345.79998,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__plssvd__k10__metal__r5","current_release_component_path","cbmc_citeseq","regression","plssvd","metal","metal","metal","rsvd","argmax","float64",10,7755,862,1000,10,1005,5,NA,NA,"not_applicable",32,5,NA,NA,NA,NA,NA,"linear",1,0.206,0.0139999999999999,0.22,288.984375,416.03125,442.453125,475.140625,186.15625,"rmsd",1096.50040684303,NA,0.470082975468634,1096.50040684303,2368211345.79998,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__cpu__r1","current_release_component_path","cbmc_citeseq","regression","simpls","cpu","cpu","cpu_flash","rsvd","argmax","float64",1,7755,862,1000,10,1001,1,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.0720000000000001,0.00499999999999989,0.077,289.90625,408.96875,409.359375,409.40625,119.5,"rmsd",1484.73183922094,NA,0.0284026500892871,1484.73183922094,2447976478.01056,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__cpu__r2","current_release_component_path","cbmc_citeseq","regression","simpls","cpu","cpu","cpu_flash","rsvd","argmax","float64",1,7755,862,1000,10,1002,2,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.063,0.005,0.0680000000000001,287.9375,406.890625,413.5625,413.609375,125.671875,"rmsd",1484.73183922094,NA,0.0284026500892871,1484.73183922094,2447976478.01056,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__cpu__r3","current_release_component_path","cbmc_citeseq","regression","simpls","cpu","cpu","cpu_flash","rsvd","argmax","float64",1,7755,862,1000,10,1003,3,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.0609999999999999,0.005,0.066,286.125,405.09375,411.765625,411.8125,125.6875,"rmsd",1484.73183922094,NA,0.0284026500892871,1484.73183922094,2447976478.01056,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__cpu__r4","current_release_component_path","cbmc_citeseq","regression","simpls","cpu","cpu","cpu_flash","rsvd","argmax","float64",1,7755,862,1000,10,1004,4,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.071,0.005,0.076,291.4375,410.390625,417.09375,417.296875,125.859375,"rmsd",1484.73183922094,NA,0.0284026500892871,1484.73183922094,2447976478.01056,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__cpu__r5","current_release_component_path","cbmc_citeseq","regression","simpls","cpu","cpu","cpu_flash","rsvd","argmax","float64",1,7755,862,1000,10,1005,5,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.067,0.006,0.073,293.9375,412.890625,419.5625,420.015625,126.078125,"rmsd",1484.73183922094,NA,0.0284026500892871,1484.73183922094,2447976478.01056,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__metal__r1","current_release_component_path","cbmc_citeseq","regression","simpls","metal","metal","metal","rsvd","argmax","float64",1,7755,862,1000,10,1001,1,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.237,0.012,0.249,287.90625,378.125,410.6875,436.84375,148.9375,"rmsd",1484.73183892948,NA,0.0284026504707464,1484.73183892948,2447976475.16602,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__metal__r2","current_release_component_path","cbmc_citeseq","regression","simpls","metal","metal","metal","rsvd","argmax","float64",1,7755,862,1000,10,1002,2,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.232,0.014,0.246,290.546875,337.0625,370.84375,421.703125,131.15625,"rmsd",1484.73183892948,NA,0.0284026504707464,1484.73183892948,2447976475.16602,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__metal__r3","current_release_component_path","cbmc_citeseq","regression","simpls","metal","metal","metal","rsvd","argmax","float64",1,7755,862,1000,10,1003,3,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.253,0.0129999999999999,0.266,285.484375,412.640625,438.96875,471.515625,186.03125,"rmsd",1484.73183892948,NA,0.0284026504707464,1484.73183892948,2447976475.16602,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__metal__r4","current_release_component_path","cbmc_citeseq","regression","simpls","metal","metal","metal","rsvd","argmax","float64",1,7755,862,1000,10,1004,4,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.224,0.019,0.243,288.359375,415.265625,441.59375,474,185.640625,"rmsd",1484.73183892948,NA,0.0284026504707464,1484.73183892948,2447976475.16602,8620,"success","","","0.99.39"
"component_path__cbmc_citeseq__simpls__k1__metal__r5","current_release_component_path","cbmc_citeseq","regression","simpls","metal","metal","metal","rsvd","argmax","float64",1,7755,862,1000,10,1005,5,NA,NA,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",1,NA,NA,TRUE,"linear",1,0.221,0.011,0.232,289.03125,415.921875,438.515625,474.8125,185.78125,"rmsd",1484.73183892948,NA,0.0284026504707464,1484.73183892948,2447976475.16602,8620,"success","","","0.99.39"
